Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510)
7.082478351121166e-08,0.4298146510120742,3.76,0.0,0.6099340903348186,0.9980302623500872,7.108270186585562e-07,7.141802120175881e-06,8.617606298435702e-05,6.597902401321777e-06,2.000761514247782e-05,1.1754189361130452e-05,4.266035479828316e-09,3.886809847442728e-10,4.794495282710278e-05,6.827143965793086e-16,1.6500926450709936e-13,9.842243050790567e-06,0.0007593039124322838,1.6623953468757548e-08,4.8876873360433894e-09,2.7157167630875747e-12,8.698401752047666e-14,4.10228912674988e-08,1.747678928952274e-07,1.5553839735995818e-07,9.36420724291899e-10,9.88239042982935e-09,8.197376912590683e-11,7.581992517235421e-15,2.1031593291678505e-14,3.4791045342281095e-16,9.928515824111163e-16,3.7502272048697033e-11,1.0404678594065526e-12,1.3936456133788594e-13,3.0192750538075674e-15,3.936445894225236e-14,7.061766430814543e-05,4.1822732871151256e-10,4.223467879823186e-11,1.184309743729522e-10,6.527229285425126e-05,4.1657030262773095e-13,2.9128577465684914e-08,4.628825190198986e-11,1.5811655181247848e-09,2.256767142459056e-15,0.0018373976137233334,1.4962524823019918e-12,7.134080535948673e-26,1.0431599887590017e-15,1.1003940468543293e-12,2.2759863458532026e-17,3.474046794635524e-17,5.050965281674163e-18,5.325607208205178e-16,2.8451636597535552e-18,1.2092869209183903e-11,3.471955244888629e-15,1.4094099472904285e-11,6.529476397426489e-18,4.15175354803942e-19,6.481202799571573e-20,5.6372633422245086e-27,0.0006077352354454792,1.234165106183178e-07,9.37915951074754e-12,2.7903050262711958e-08,6.225787858227282e-20
7.261005287532815e-08,0.42981635495792936,3.76,0.0,0.6099113785240569,0.9980240099228876,7.80701855187943e-07,7.640014020885535e-06,8.972857332263383e-05,7.043570803044605e-06,2.1403355510711125e-05,1.2054723797262666e-05,4.485094758004157e-09,4.2393349824994063e-10,5.1078788185451965e-05,7.62074958012524e-16,1.9417397464440308e-13,1.0236464594136367e-05,0.0007802065882517153,1.741268107376012e-08,5.5207909529469275e-09,3.0324799125103943e-12,9.912184069706266e-14,4.3139841766045805e-08,1.9012504409035728e-07,1.658378743315297e-07,1.0521329898604445e-09,1.0996783942243636e-08,8.908499882294733e-11,8.371522430097221e-15,2.373080682796207e-14,3.945036343549121e-16,1.1267236439405876e-15,4.123148202947226e-11,1.1544403845830573e-12,1.569062843333076e-13,3.3331085242395843e-15,4.316191072002313e-14,7.514298846537623e-05,4.349009687069312e-10,4.3140470276030363e-11,1.2091716882770502e-10,6.758381989168617e-05,4.332123949533545e-13,3.115689586990428e-08,5.361371459015141e-11,1.683215719277012e-09,2.3667737340674182e-15,0.0018373861348348235,1.7076146857018559e-12,8.051642978217206e-26,1.1691802492839637e-15,1.22419002147939e-12,2.5653752448535646e-17,3.974699688019147e-17,5.686102867612432e-18,5.992518981435748e-16,3.1702544136615072e-18,1.2640696270084797e-11,3.8595561952284106e-15,1.5834583047639026e-11,7.216355713594733e-18,4.719603398456938e-19,7.608265251575661e-20,6.513419578000552e-27,0.0006204369506749359,1.2698793609966682e-07,1.0686000819151445e-11,2.99709203354482e-08,6.952034489441157e-20
7.439532223944465e-08,0.4298180675596231,3.76,0.0,0.6098884950315208,0.9980176241238966,8.55383316286237e-07,8.158251007718117e-06,9.331637445866755e-05,7.505855648542083e-06,2.2855653037086867e-05,1.2355473385832632e-05,4.709689719908242e-09,4.6174799011883424e-10,5.432187770573564e-05,8.487899260166047e-16,2.2762866204200947e-13,1.0632098090931263e-05,0.0008012162242362655,1.8216886471845408e-08,6.216851347164983e-09,3.37649142916807e-12,1.1279572993941958e-13,4.5320105996578767e-08,2.064576984943608e-07,1.7659701937317777e-07,1.1787955259201333e-09,1.2206477191810624e-08,9.670014058210268e-11,9.229146111150875e-15,2.671227451568813e-14,4.462537054523243e-16,1.275663562643296e-15,4.522233635219436e-11,1.2778497378413896e-12,1.7620150124037912e-13,3.6749655469923564e-15,4.7284010964024736e-14,7.983953799042938e-05,4.51700167460209e-10,4.403862538824233e-11,1.2338107250919922e-10,6.989815132006017e-05,4.5016440789217934e-13,3.327116591384885e-08,6.189503889562958e-11,1.789160186374666e-09,2.4812235003580268e-15,0.001837374410235217,1.942461538519295e-12,9.065346798051348e-26,1.306859475084737e-15,1.3585275090468134e-12,2.883987253810401e-17,4.540060387044452e-17,6.386180272874639e-18,6.724013822807731e-16,3.526072395721419e-18,1.3199283619509231e-11,4.283332393836438e-15,1.7741124736883413e-11,7.963734067531745e-18,5.3523219089839105e-19,8.900416823206183e-20,7.508266530058813e-27,0.0006330250302266555,1.3061122093696893e-07,1.2136536616064189e-11,3.2145314483523783e-08,7.747863538868006e-20
7.618059160356115e-08,0.42981978882591,3.76,0.0,0.6098654386498735,0.9980111057280721,9.350617018379381e-07,8.69668549512117e-06,9.693772951427292e-05,7.98481740708707e-06,2.436505151280124e-05,1.2656436940424426e-05,4.939822963108951e-09,5.022818612670367e-10,5.767433909428866e-05,9.434418764458198e-16,2.658825088269262e-13,1.1028901908328796e-05,0.0008223331717725255,1.903639686750396e-08,6.980179787133988e-09,3.749209320609313e-12,1.281841839767068e-13,4.7565529521474414e-08,2.238024686568379e-07,1.8782686743359534e-07,1.3170997975221934e-09,1.3516950361231094e-08,1.0484578456109862e-10,1.0159663928837735e-14,2.999922595241216e-14,5.036111809599101e-16,1.4410265825919687e-15,4.948489492172074e-11,1.4112246592781705e-12,1.9738120860305197e-13,4.047194409914152e-15,5.175741334907771e-14,8.470847339109011e-05,4.686162417628593e-10,4.492919625829457e-11,1.258228783515171e-10,7.22141621542307e-05,4.674327746249007e-13,3.54722140210482e-08,7.122973216486021e-11,1.899025831740526e-09,2.6002884529963542e-15,0.0018373624413514117,2.202668420510031e-12,1.0183118134632193e-25,1.4569369074574395e-15,1.5040068878734569e-12,3.234027270465635e-17,5.1778603855902955e-17,7.156427609482663e-18,7.524463327528792e-16,3.9152028675769966e-18,1.3768746129317877e-11,4.746322641632577e-15,1.9824778124942705e-11,8.776057244422207e-18,6.055845967328185e-19,1.0377718523780533e-19,8.635738569746299e-27,0.00064550045520165,1.3428950363511117e-07,1.3742140117084749e-11,3.442949554158772e-08,8.618750470390624e-20
7.796586096767764e-08,0.42982151876143565,3.76,0.0,0.6098422082612885,0.9980044555114019,1.019928897645041e-06,9.255479069047782e-06,0.00010059094776071328,8.480506393060043e-06,2.5932067306178326e-05,1.2957613160707595e-05,5.175496970761697e-09,5.457008136858587e-10,6.113623864936917e-05,1.046661467047572e-15,3.094912206544548e-13,1.1426646945565197e-05,0.000843557718264081,1.9871041316980037e-08,7.815236378191224e-09,4.152114090474572e-12,1.4548366166076104e-13,4.9878115801418435e-08,2.4219622148390335e-07,1.9953840655621415e-07,1.4677558075478734e-09,1.493383141602419e-08,1.135492250097724e-10,1.1168128900083093e-14,3.3616341076248527e-14,5.670541142107248e-16,1.6242550437444644e-15,5.40292014660567e-11,1.5551092993669498e-12,2.205830499229258e-13,4.452330394354962e-15,5.6610751307077166e-14,8.975086495986887e-05,4.85640792314032e-10,4.5812234905801414e-11,1.2824277757528556e-10,7.45307874359266e-05,4.850245165202555e-13,3.776080996471164e-08,8.172235733824612e-11,2.0128374785058386e-09,2.7241453486847215e-15,0.0018373502296122393,2.490197502585372e-12,1.1413378538690767e-25,1.6201751518835312e-15,1.6612441245395563e-12,3.617812943043854e-17,5.896656454285492e-17,8.00239399971335e-18,8.398396508367475e-16,4.34044414333294e-18,1.4349219258092551e-11,5.251813907853298e-15,2.2096986197249487e-11,9.658026465384075e-18,6.836503222192694e-19,1.2062205871480384e-19,9.91115899300613e-27,0.0006578641978485036,1.3802602260127962e-07,1.5514703467299028e-11,3.6826767505791396e-08,9.570513735803403e-20
7.975113033179414e-08,0.42982325736695554,3.76,0.0,0.6098188028335665,0.9979976742507347,1.1101782743900662e-06,9.83478273923876e-06,0.00010427438356308937,8.992963105365348e-06,2.7557190079904193e-05,1.3259000636091246e-05,5.416714110705148e-09,5.921791165426277e-10,6.470759401184052e-05,1.1591317177964656e-15,3.590600420928848e-13,1.1825116052136967e-05,0.0008648900904772536,2.0720650706966006e-08,8.726628162762774e-09,4.586707120581466e-12,1.6490991498156067e-13,5.2260032749696047e-08,2.6167606004603545e-07,2.1174257090115843e-07,1.631491447632208e-09,1.6462893931208764e-08,1.228384479906209e-10,1.2259853608119817e-14,3.7589818858988666e-14,6.370888423343132e-16,1.826881053603899e-15,5.886527516041936e-11,1.7100632748846858e-12,2.4595152985043934e-13,4.893107053380522e-15,6.18747379520939e-14,9.49676966648377e-05,5.027656954923443e-10,4.668779323832624e-11,1.3064095970375774e-10,7.684701940639585e-05,5.029472465233612e-13,4.013766926210085e-08,9.348481660531427e-11,2.1306179506342163e-09,2.852975737635416e-15,0.0018373377764481524,2.807098141326069e-12,1.2765068433545015e-25,1.797359928646493e-15,1.830870492140418e-12,4.037778287112658e-17,6.705898512762924e-17,8.92996128136067e-18,9.350499113900941e-16,4.804823363669806e-18,1.4940859217911017e-11,5.803359069073369e-15,2.4569579531131148e-11,1.0614607628305831e-17,7.701024651460352e-19,1.397803810520588e-19,1.1351351082298406e-26,0.0006701172216546739,1.4182411597174725e-07,1.746663968083875e-11,3.9340475015133054e-08,1.0609328818480525e-19
8.153639969591064e-08,0.4298250046395461,3.76,0.0,0.6097952214164208,0.9979907627236165,1.2060045889627966e-06,1.0434737186695331e-05,0.00010798643534729557,9.522218558333391e-06,2.9240883492325927e-05,1.3560597849289028e-05,5.663476634592623e-09,6.418998693250535e-10,6.838837678590503e-05,1.2815925777163283e-15,4.152468867806449e-13,1.2224103471366207e-05,0.00088633045773152,2.158505773335988e-08,9.71910704914027e-09,5.05450907462525e-12,1.8669937162123985e-13,5.4713619291608295e-08,2.8227930619397185e-07,2.2445023416333548e-07,1.8090518258548434e-09,1.811005485356027e-08,1.3274211879365498e-10,1.344041704852074e-14,4.194744882718878e-14,7.142507009440926e-16,2.0505290708325508e-15,6.400310291562097e-11,1.8766617254091474e-12,2.736382369810431e-13,5.3724677581574125e-15,6.758226737710843e-14,0.00010035986987344585,5.199830953588596e-10,4.7555923043468406e-11,1.3301761257870994e-10,7.916190480982057e-05,5.212091723367472e-13,4.260345547663737e-08,1.0663663489521061e-10,2.25238815908677e-09,2.9869660036851263e-15,0.0018373250832909285,3.155507152928912e-12,1.4247671541114848e-25,1.989299808840095e-15,2.013532281358276e-12,4.496477445872619e-17,7.616000541724245e-17,9.945357962763886e-18,1.038561284237751e-15,5.311612992657456e-18,1.5543843133988897e-11,6.404795412742093e-15,2.7254774245512236e-11,1.1651040657858369e-17,8.656556744861871e-19,1.6151654787231187e-19,1.2974755340737027e-26,0.0006822604814365529,1.456872214000602e-07,1.9610883920479907e-11,4.1974002783919844e-08,1.1741742341009613e-19
8.332166906002713e-08,0.4298267605728038,3.76,0.0,0.6097714631379207,0.9979837217081314,1.307603888105742e-06,1.1055473006426665e-05,0.0001117255445890718,1.006829460429305e-05,3.0983585883142285e-05,1.3862403179797073e-05,5.9157866770580296e-09,6.950552618543546e-10,7.21785150359069e-05,1.414845786291867e-15,4.787655830803323e-13,1.2623414308592654e-05,0.0009078789349413725,2.2464096880099773e-08,1.0797567581930385e-08,5.557058326558217e-12,2.1111056599971625e-13,5.72413919204261e-08,3.0404348394700967e-07,2.3767220336986266e-07,2.00119857373332e-09,1.9881372206718762e-08,1.4328956908409525e-10,1.471567140349128e-14,4.671868552325232e-14,7.99104707636357e-16,2.2969183956556524e-15,6.945263230212165e-11,2.0554953698584917e-12,3.03802075799449e-13,5.893577499998761e-15,7.376851720837914e-14,0.0001059282069163277,5.372853958848076e-10,4.841667598126542e-11,1.3537292237616076e-10,8.147454232146923e-05,5.398190993960432e-13,4.515878242923292e-08,1.2130524289195937e-10,2.3781671842896608e-09,3.1263073964531514e-15,0.0018373121515733693,3.5376489697940344e-12,1.5871240311188972e-25,2.1968259371800765e-15,2.2098905052110204e-12,4.9965886033019694e-17,8.638414498279556e-17,1.1055173407941613e-17,1.1508734462524522e-15,5.86434803765528e-18,1.6158369197118068e-11,7.060263903827082e-15,3.0165169736557794e-11,1.277284896548577e-17,9.710673275240727e-19,1.8611939894574949e-19,1.4801553038349287e-26,0.0006942949234283169,1.4961887580923308e-07,2.1960894145096763e-11,4.473077498954611e-08,1.2974686222488132e-19
8.510693842414363e-08,0.4298285251570364,3.76,0.0,0.6097475272010878,0.9979765519827465,1.4151734143337049e-06,1.1697110945556065e-05,0.00011549019482468809,1.0631204247996497e-05,3.278571094380856e-05,1.416441490728715e-05,6.173646254915756e-09,7.518468310095931e-10,7.607789566498426e-05,1.5597600373921932e-15,5.503892358233643e-13,1.3022864023199392e-05,0.0009295355855161758,2.335760439808798e-08,1.1967044566854333e-08,6.095909416348002e-12,2.3842561766262885e-13,5.984605124153823e-08,3.2700630361936086e-07,2.514192130405922e-07,2.2087091349669867e-09,2.1783042745986057e-08,1.5451078381915723e-10,1.6091748744904078e-14,5.1934726020464125e-14,8.922462132878984e-16,2.56786556240124e-15,7.522376508074063e-11,2.2471705625524488e-12,3.3660950830161036e-13,6.459834935186461e-15,8.047105230285251e-14,0.00011167345449790822,5.546652533977817e-10,4.9270103576899757e-11,1.3770707362191537e-10,8.378408009479234e-05,5.58786433642541e-13,4.780421632064434e-08,1.376262592783115e-10,2.5079723550605966e-09,3.271196055944176e-15,0.0018372989827290147,3.9558356830780174e-12,1.764642239287825e-25,2.4207917429448025e-15,2.420620598283634e-12,5.540918059363816e-17,9.785707190760738e-17,1.226637223185943e-17,1.2725014851975572e-15,6.4668439913941556e-18,1.6784656808852673e-11,7.774229211822512e-15,3.3313746224650955e-11,1.398584902008735e-17,1.0871386634987728e-18,2.1390393486629463e-19,1.6853796203917828e-26,0.0007062214853695831,1.536227151103967e-07,2.4530651153031185e-11,4.761425461955329e-08,1.4315491872084462e-19
8.689220778826013e-08,0.4298302983794438,3.76,0.0,0.60972341288064,0.9979692543261591,1.5289115140836891e-06,1.2359762136868377e-05,0.00011927891068280868,1.1210951953074832e-05,3.46476483729715e-05,1.446663121491707e-05,6.437057266393877e-09,8.124857140231141e-10,8.008636668107173e-05,1.7172764534540372e-15,6.309537046157813e-13,1.3422277943554917e-05,0.0009513004241244258,2.426541828421642e-08,1.3232710562104413e-08,6.672631535416536e-12,2.689517557709828e-13,6.253048849672389e-08,3.5120564665166857e-07,2.6570191969615534e-07,2.432376038281069e-09,2.3821399569188016e-08,1.66436387967756e-10,1.7575067666985534e-14,5.762859060786972e-14,9.943015202615602e-16,2.8652866300432543e-15,8.13263513108174e-11,2.4523093482824824e-12,3.722348058093071e-13,7.074884659401335e-15,8.772992947409727e-14,0.00011759628696045285,5.721155692403191e-10,5.0116257213700704e-11,1.4002024920694167e-10,8.608971342194813e-05,5.781211840950801e-13,5.054027776726381e-08,1.5574377192726038e-10,2.6418193241474755e-09,3.4218330299821908e-15,0.0018372855781918637,4.412466974597202e-12,1.958448818785345e-25,2.6620726402791134e-15,2.646412111194366e-12,6.132404476239244e-17,1.1071640062444826e-16,1.3586308885418488e-17,1.403975796330013e-15,7.123215494102433e-18,1.74229467194157e-11,8.55150049411653e-15,3.671386213640269e-11,1.5296160030016636e-17,1.2147158716842639e-18,2.45213110268298e-19,1.9155544189623391e-26,0.000718041096591899,1.5770247389016012e-07,2.7334658049251317e-11,5.062794278168578e-08,1.5771904406445141e-19
8.867747715237663e-08,0.42983208022429176,3.76,0.0,0.6096991195198749,0.997961829517151,1.6490175480523542e-06,1.3043528327879515e-05,0.000123090256937096,1.1807533940698523e-05,3.656976451724144e-05,1.4769050192560298e-05,6.7060214904000884e-09,8.771928982238774e-10,8.420373935547465e-05,1.888414377492666e-15,7.213611990554787e-13,1.3821490803904478e-05,0.0009731734193285877,2.5187378260504378e-08,1.4599873247956062e-08,7.288807043700581e-12,3.0302288837012464e-13,6.529779206076681e-08,3.7667955111632157e-07,2.805308966986479e-07,2.673006156616706e-09,2.6002909689520863e-08,1.7909763306456556e-10,1.917233984997265e-14,6.383520676276193e-14,1.105928466756265e-15,3.1911993671182966e-15,8.777018400663903e-11,2.671549515888981e-12,4.1086031147597187e-13,7.742629698368549e-15,9.558780313274305e-14,0.00012369730940797112,5.896294826349652e-10,5.095518812643152e-11,1.4231263040257968e-10,8.839068250252405e-05,5.978339652238962e-13,5.3367443753158896e-08,1.7581061777547495e-10,2.7797221405270936e-09,3.578424284847364e-15,0.0018372719393961016,4.910029941519194e-12,2.169735952560437e-25,2.9215657190070957e-15,2.8879684009944477e-12,6.774123304276748e-17,1.2511251827368992e-16,1.5022742409190355e-17,1.5458419726918748e-15,7.837895712352276e-18,1.807350115831811e-11,9.397252930505495e-15,4.0379251343680853e-11,1.671021373692293e-17,1.354691132063653e-18,2.804197042696648e-19,2.1733006929556392e-26,0.0007297546781040808,1.618619850687714e-07,3.03879391637363e-11,5.377537798040908e-08,1.7352096879530502e-19
9.046274651649312e-08,0.4298338706730758,3.76,0.0,0.6096746465276854,0.9979542783344462,1.7756918036790445e-06,1.3748502105507668e-05,0.0001269228375791257,1.2420938480613022e-05,3.855240299760281e-05,1.5071669839956799e-05,6.98054058581977e-09,9.461994671210115e-10,8.842979027898859e-05,2.0742774903135816e-15,8.225839910874831e-13,1.4220346302289929e-05,0.000995154496096388,2.612332575335836e-08,1.6073972685830722e-08,7.946030019982855e-12,3.4100121503982127e-13,6.815125390290573e-08,4.0346619786663755e-07,2.9591662941072105e-07,2.931419954811871e-09,2.833417157588842e-08,1.9252638362771047e-10,2.08905765564351e-14,7.05914965302456e-14,1.2278169766789124e-15,3.5477253278591153e-15,9.456499431324394e-11,2.9055446498604173e-12,4.526767139648534e-13,8.467244201126272e-15,1.0409003172802836e-13,0.00012997706069608716,6.072003637500966e-10,5.1786947394853e-11,1.4458439687559023e-10,9.068627031546854e-05,6.179359991292281e-13,5.628614950123122e-08,1.9798866112727942e-10,2.921693318604975e-09,3.7411807094803786e-15,0.001837258067775838,5.4510988173434125e-12,2.399763950154201e-25,3.2001894270205108e-15,3.1460063181520647e-12,7.469291396054003e-17,1.4120943895541184e-16,1.658385133453089e-17,1.6986606899516396e-15,8.615656430132836e-18,1.873660395769962e-11,1.03170500024547e-14,4.432402028001357e-11,1.823476432183401e-17,1.508003606968453e-18,3.1992826873852443e-19,2.461469500693723e-26,0.0007413631426764278,1.6610517953100557e-07,3.37060384480924e-11,5.7060135363132245e-08,1.906468451442491e-19
9.224801588060962e-08,0.4298356697046791,3.76,0.0,0.6096499933757069,0.9979466015565699,1.9091354097330686e-06,1.4474767116424894e-05,0.00013077529491119263,1.3051146174716963e-05,4.059588532175802e-05,1.5374488069786943e-05,7.260616090845596e-09,1.0197468427343527e-09,9.276426332031759e-05,2.2760602600902067e-15,9.35668244596645e-13,1.46186966786331e-05,0.0010172435381941704,2.70731038729633e-08,1.7660578477519168e-08,8.645904846892357e-12,3.8327888145628025e-13,7.109437600588797e-08,4.3160389730126815e-07,3.1186951065939987e-07,3.2084507278207788e-09,3.0821912665869965e-08,2.067551034674314e-10,2.273709506230854e-14,7.793646743089797e-14,1.3606895745480633e-15,3.937091816837712e-15,1.0172044717320609e-10,3.1549641794909777e-12,4.978833327620889e-13,9.253186322149104e-15,1.1328478487777485e-13,0.00013643601629370858,6.248218069609175e-10,5.261158593755431e-11,1.4683572670304526e-10,9.297580058946775e-05,6.384391175276146e-13,5.9296790266303186e-08,2.2244907015153945e-10,3.067743904450899e-09,3.910318113611563e-15,0.0018372439647648456,6.03833459272234e-12,2.649864351929358e-25,3.4988832452383945e-15,3.4212558907283643e-12,8.221271816636666e-17,1.5918568519294097e-16,1.8278248710556193e-17,1.8630075865931534e-15,9.461628846499828e-18,1.941256066841458e-11,1.1316866509532136e-14,4.8562644953182896e-11,1.987689842372867e-17,1.6756403822655781e-18,3.64177154893355e-19,2.783157663859947e-26,0.0007528673949238282,1.7043608573157041e-07,3.7305017377016436e-11,6.048582593917685e-08,2.09187389275977e-19
9.403328524472612e-08,0.42983747729552085,3.76,0.0,0.6096251595955817,0.997938799961715,2.049550252964559e-06,1.5222398283166605e-05,0.00013464630865859495,1.3698130233347381e-05,4.2700511482694816e-05,1.5677502710670362e-05,7.546249422338099e-09,1.0980870240924197e-09,9.720687149133109e-05,2.495054731258258e-15,1.061737962209708e-12,1.5016402312133655e-05,0.0010394403904676935,2.80365573928135e-08,1.9365386834793664e-08,9.39004483173072e-12,4.302796743321946e-13,7.413087673566536e-08,4.61131076716397e-07,3.2839983649148043e-07,3.5049438314227478e-09,3.347298685611401e-08,2.2181684191124902e-10,2.4719525025019754e-14,8.591130701895732e-14,1.505301865052493e-15,4.361633739846538e-15,1.0924613745662051e-10,3.420493425156401e-12,5.466884155679303e-13,1.0105211278419839e-14,1.232231510750269e-13,0.00014307459102209463,6.424876243001971e-10,5.3429154506042764e-11,1.4906679638706314e-10,9.525863586721561e-05,6.593557635489317e-13,6.239972305295857e-08,2.4937259134728453e-10,3.217883539199387e-09,4.086057220159603e-15,0.0018372296317963148,6.674484539697536e-12,2.9214431579024506e-25,3.818607356065635e-15,3.7144600063128505e-12,9.0335788577917e-17,1.7923519587336135e-16,2.011499723539971e-17,2.039473140188703e-15,1.038132507302303e-17,2.01016986688996e-11,1.2403112314302303e-14,5.3109967871345645e-11,2.1644045270688108e-17,1.8586373568884188e-18,4.1364061866239353e-19,3.141724167907275e-26,0.0007642683313877779,1.7485882927669303e-07,4.120145238074788e-11,6.40560957743473e-08,2.292380233701195e-19
9.581855460884261e-08,0.4298392934196997,3.76,0.0,0.6096001447763465,0.99793087432761,2.19713889677899e-06,1.5991462016075466e-05,0.000138534595100996,1.436185674443301e-05,4.486656054376082e-05,1.598071151009153e-05,7.8374418752166e-09,1.1814828218313823e-09,0.00010175729872348636,2.732657659458276e-15,1.2019990491529596e-12,1.5413331337133033e-05,0.0010617448610155305,2.901353272939111e-08,2.11942175691504e-08,1.0180070864047273e-11,4.824607551433034e-13,7.726469715504964e-08,4.920862682195071e-07,3.4551780220788476e-07,3.8217559072741926e-09,3.6294371974619386e-08,2.3774521996939177e-10,2.6845814791404903e-14,9.45594812147751e-14,1.6624429769926986e-15,4.823795339166846e-15,1.171515865271997e-10,3.702833641291311e-12,5.993094481892613e-13,1.1028384567448692e-14,1.3395924586077545e-13,0.0001498931416767052,6.601918390934579e-10,5.4239703679084116e-11,1.5127778086939242e-10,9.753417565923926e-05,6.806989933473271e-13,6.559526826102362e-08,2.7894982176712526e-10,3.3721205197394484e-09,4.268623652229785e-15,0.0018372150703026067,7.362381642925337e-12,3.2159841854065605e-25,4.160342306213019e-15,4.026374092246413e-12,9.909883263570484e-17,2.0156825988268022e-16,2.2103624470095437e-17,2.2286625404333183e-15,1.1380660323164496e-17,2.0804367266872143e-11,1.3582656805872311e-14,5.798119489857897e-11,2.3543986923549988e-17,2.0580800797118857e-18,4.688310051488281e-19,3.5408072740521827e-26,0.0007755668406173352,1.7937763248342952e-07,4.541243183402163e-11,6.77746251637736e-08,2.508990174639953e-19
9.760382397295911e-08,0.4298411180491282,3.76,0.0,0.609574948561926,0.9979228254313917,2.35210450189617e-06,1.6782016421154753e-05,0.000142438906222468,1.5042284935673505e-05,4.709429121052386e-05,1.6284112137253803e-05,8.134194621879952e-09,1.27020808884094e-09,0.00010641520155953874,2.9903779990313804e-15,1.3577434938869741e-12,1.5809359276616884e-05,0.0010841567232600078,3.0003877921999035e-08,2.3153011010937157e-08,1.1017610110674279e-11,5.403144309991553e-13,8.050000727492032e-08,5.245080971796734e-07,3.6323349866487437e-07,4.159754104060826e-09,3.9293167239048285e-08,2.5457441646257025e-10,2.91242376484251e-14,1.0392683653643719e-13,1.8329359714402996e-15,5.3261318117740725e-15,1.254462392181605e-10,4.002702055676165e-12,6.559734773357142e-13,1.20280953321819e-14,1.4555032035356916e-13,0.0001568919695369835,6.77928679773481e-10,5.5043283857285553e-11,1.534688535458469e-10,9.980185468314572e-05,7.024824775292839e-13,6.888371126157662e-08,3.113814788003316e-10,3.5304618568126355e-09,4.458247915028902e-15,0.0018372002817150204,8.104943941460854e-12,3.5350525598523496e-25,4.525088664679726e-15,4.357765794622889e-12,1.0854017674322328e-16,2.26412474609568e-16,2.425413811340577e-17,2.4311955595598643e-15,1.2465975784669696e-17,2.152093779391937e-11,1.486285407123037e-14,6.319189205436347e-11,2.558486863181589e-17,2.2751045329600716e-18,5.303010124739111e-19,3.9843423518849056e-26,0.0007867638032490259,1.8399681391812335e-07,4.99555526263172e-11,7.16451277855237e-08,2.7427563098930977e-19
9.999999999999998e-08,0.42984479270120585,3.76,0.0,0.6095408447318471,0.9979118298707852,2.5720503763913427e-06,1.7876959221235617e-05,0.0001477023142035532,1.5981719284084146e-05,5.018170460550419e-05,1.669163162968585e-05,8.541235775782647e-09,1.398172577469668e-09,0.00011283528995928301,3.370781745401262e-15,1.593554863843075e-12,1.633928422067086e-05,0.001114406111180462,3.1353864480867507e-08,2.5996995022108668e-08,1.2219291243928414e-11,6.278142400664551e-13,8.500969306522935e-08,5.703975579532486e-07,3.8796838302513153e-07,4.6482509278983886e-09,4.360964634361153e-08,2.786392698656179e-10,3.243656713213932e-14,1.1771510043053077e-13,2.0842639790659695e-15,6.068200995445198e-15,1.3720741744964759e-10,4.434021210289086e-12,7.387989347440047e-13,1.3500284457175881e-14,1.6255810419815237e-13,0.00016656954050966785,7.017764967436637e-10,5.611097732146924e-11,1.5637869853935856e-10,0.00010283223545232751,7.324372349994598e-13,7.344389276359526e-08,3.597689755317615e-10,3.749447813025134e-09,4.724266908820821e-15,0.001837180078125651,9.192800608592423e-12,4.004759738496359e-25,5.052608343498917e-15,4.834539882127101e-12,1.2234876997257023e-16,2.641388046142125e-16,2.741347017444502e-17,2.725120710715495e-15,1.406978812327089e-17,2.2505257590609223e-11,1.675318837145623e-14,7.074718123664745e-11,2.856063579047237e-17,2.5961153970319233e-18,6.237255796008567e-19,4.6570180183527667e-26,0.0008016342004843288,1.9036216945132562e-07,5.6607142607449567e-11,7.708553131312881e-08,3.0854232624411977e-19
