Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89),C2HF(510)
4.746190281967823e-20,0.4297531023092036,3.76,0.0,0.6107262574193215,0.9999999999996203,2.6641717282026755e-45,1.854564438847557e-32,1.1660688621152227e-28,1.5548963961165634e-23,7.929442144842627e-20,7.798873769041311e-18,2.526274625190279e-33,2.2697234769245014e-46,5.55806666153971e-41,4.076900844229516e-55,5.137249957829059e-65,1.4308045766799824e-21,4.836893583966961e-16,1.1480441367948429e-32,6.61288494104299e-36,6.948293967635586e-38,2.041630693626529e-53,2.6006479680295143e-32,1.8511471065548468e-32,6.361219859821167e-32,1.931270983824389e-45,1.0349766606024167e-38,2.2047362424232097e-35,3.078271346708133e-51,1.8089794965937892e-51,1.949878334106394e-54,1.122596082459854e-52,6.723936872280009e-42,1.6139218771425676e-49,8.398759345137721e-43,3.688640376300168e-52,1.9705966619405107e-50,7.798873769081622e-18,1.3425824129058437e-34,1.667554601895753e-33,1.0512284854478037e-32,7.62006011155839e-29,1.0815647183791226e-35,1.860947367525537e-32,1.7635759267219662e-38,1.0801000369847176e-32,1.2993270694563071e-37,3.796549495631913e-13,3.5149800527693386e-48,8.366109250407432e-73,5.246174546611726e-57,1.5866224055856959e-49,4.885594247869578e-57,5.102302426036217e-66,5.444683346060364e-59,2.9299388212731575e-64,2.8410253641514928e-77,7.4921343520968544e-37,3.157527806634181e-63,2.9526084946969194e-49,1.1526362249302614e-54,9.291303901401511e-67,4.6766573797431466e-74,1.0709663758878644e-75,4.836893583966199e-16,7.929442144842622e-20,1.4052608451929001e-38,1.4308045766763807e-21,6.399573994263819e-68
9.496504100236227e-20,0.4297531023092036,3.76,0.0,0.6107262574193211,0.9999999999992403,2.1329573137335791e-44,7.423090892432791e-32,3.8585942195166523e-28,3.111143708731882e-23,1.5865773466179463e-19,1.5604523275497576e-17,1.0111682162437588e-32,1.817158870583575e-45,4.44983287169531e-40,3.2639996053963117e-54,8.229164325745135e-64,2.8628522503060792e-21,9.677989508145879e-16,4.595168436543936e-32,2.6468773439687567e-35,2.781128364707649e-37,1.63470797288462e-52,1.040936935631739e-31,7.409412655027847e-32,2.5461457256665813e-31,1.5461910824347625e-44,4.1426044366423003e-38,8.824690678164156e-35,2.4644887981289957e-50,1.4486507270766586e-50,1.5610882767661567e-53,8.987594524415487e-52,2.6913313811137787e-41,1.2924464318717488e-48,3.361692550676333e-42,2.953903788601745e-51,1.5780754316917706e-49,1.5604523275578043e-17,5.373828522823744e-34,6.674564180005948e-33,4.2076535218868e-32,3.050009889596595e-28,4.329077512081892e-35,7.448639238873679e-32,7.058899718905664e-38,4.3232149696442903e-32,5.200694421237653e-37,7.596397469361415e-13,2.814121300405515e-47,1.3400314106430027e-71,4.2001300730126105e-56,1.270584731860377e-48,3.911446084214435e-56,4.123529864052015e-65,4.3590578346429806e-58,4.692991188567165e-63,9.10148441220352e-76,2.998806251174421e-36,5.057531604904359e-62,2.3644801162435463e-48,9.228098323450722e-54,1.4878206460946802e-65,7.488745046542412e-73,1.7154073018109242e-74,9.677989508142824e-16,1.5865773466179446e-19,5.624705596569355e-38,2.8628522502916633e-21,1.0247656424310316e-66
1.8997131736773034e-19,0.42975310230920366,3.76,0.0,0.6107262574193201,0.9999999999984803,1.707014101387178e-43,2.9702032614426335e-31,1.3821962531008572e-27,6.223638356111013e-23,3.1738436108853107e-19,3.121582228839855e-17,4.0459899725686406e-32,1.454279368146479e-44,3.56121869238876e-39,2.6121916800529455e-53,1.3174319457874217e-62,5.7269475975799095e-21,1.9360181356503695e-15,1.8386659230226842e-31,1.0590957093269601e-34,1.112813604617252e-36,1.3083280013732287e-51,4.165103625671359e-31,2.964730182879797e-31,1.018789941104822e-30,1.2374227848832583e-43,1.6575818277909398e-37,3.531025740458334e-34,1.9723400469614018e-49,1.159507720385571e-49,1.2493450679742314e-52,7.192807132927951e-51,1.0768865746630282e-40,1.0344809734411421e-47,1.3451149272254575e-41,2.364320210721438e-50,1.2630998986072748e-48,3.121582228855876e-17,2.150231383073208e-33,2.670695074016364e-32,1.683609480684681e-31,1.2204012380215447e-27,1.732194892941987e-34,2.9804259257139344e-31,2.8244793522390634e-37,1.7298491125034002e-31,2.08095518978972e-36,1.5196093413677506e-12,2.2521523089790725e-46,2.1452140643407787e-70,3.361381423219493e-55,1.0169827599983424e-47,3.1303456924448234e-55,3.361837376782057e-64,3.488571966284222e-57,7.5128594823785394e-62,2.914108528841513e-74,1.1999131160928995e-35,8.096442762426576e-61,1.8925418890100657e-47,7.385283269924422e-53,2.381483135580095e-64,1.1986869100748112e-71,2.7461414122067486e-73,1.936018135649147e-15,3.173843610885304e-19,2.250614890734525e-37,5.726947597522227e-21,1.640292403396506e-65
3.7998387009846647e-19,0.4297531023092039,3.76,0.0,0.6107262574193181,0.9999999999969603,1.365870638041718e-42,1.1882747142823808e-30,5.206196954065017e-27,1.244862773946325e-22,6.348376139420029e-19,6.243842031415428e-17,1.6186594480711053e-31,1.1636444504033092e-43,2.849516027512458e-38,2.0901502266854915e-52,2.1085038390463042e-61,1.1455138292214118e-20,3.8724565053219235e-15,7.35586095942366e-31,4.237072479012967e-34,4.451979039082727e-36,1.0468871015013961e-50,1.666312665525999e-30,1.1860851249291778e-30,4.075823160581349e-30,9.901262355330282e-43,6.631410295564448e-37,1.4126402227723938e-33,1.578171704983286e-48,9.278410891616992e-49,9.9966587352048e-52,5.755338545136681e-50,4.30827521015144e-40,8.277943611134341e-47,5.381335804955133e-41,1.8919351575212177e-49,1.010735802668397e-47,6.24384203144717e-17,8.602325681793819e-33,1.0684519346407403e-31,6.735534220819324e-31,4.882399629625157e-27,6.9299075065459555e-34,1.192364443945516e-30,1.1299756602731692e-36,6.920522858655096e-31,8.325175791606907e-36,3.0395485289738042e-12,1.8020640274493663e-45,3.4332738127825914e-69,2.689617225458042e-54,8.137922481146531e-47,2.504752253743399e-54,2.788815865900124e-63,2.7913890364009163e-56,1.2023834964673113e-60,9.327761717129004e-73,4.800433825034629e-35,1.2957823176830131e-59,1.514416723262123e-46,5.909348704596171e-52,3.811149291905213e-63,1.9182893164312722e-70,4.3950183826060536e-72,3.872456505317033e-15,6.348376139420002e-19,9.003925077541041e-37,1.1455138291983351e-20,2.6250018789642538e-64
7.600089755599387e-19,0.4297531023092041,3.76,0.0,0.6107262574193142,0.9999999999939204,1.0928002664579812e-41,4.7534857141941875e-30,2.0179506510577668e-26,2.4898606860543637e-22,1.2697441196489426e-18,1.2488361636548077e-16,6.475164747889422e-31,9.310039521234984e-43,2.279829274536024e-37,1.672278950640572e-51,3.374096410331708e-60,2.291151968182872e-20,7.745333244665e-15,2.9425838542807276e-30,1.694966929766485e-33,1.7809365500238283e-35,8.37599571599718e-50,6.665793131232458e-30,4.744726631617401e-30,1.630461952909613e-29,7.921761993201845e-42,2.652782909995307e-36,5.651020777023708e-33,1.2626572437596022e-47,7.423668479442402e-48,7.998086345170799e-51,4.604708018214485e-49,1.7234724900965773e-39,6.623193320793315e-46,2.1527096795772854e-40,1.5137397450607298e-48,8.086910081422419e-47,1.2488361636610357e-16,3.4412103243070263e-32,4.274155572290414e-31,2.6944329620137858e-30,1.953118798663102e-26,2.7721886039606603e-33,4.769845950617269e-30,4.520270508008839e-36,2.768434440361773e-30,3.3303413399154726e-35,6.079426899157253e-12,1.4417881081932586e-44,5.493983250179822e-68,2.151900287879881e-53,6.511162245993876e-46,2.0039922122498878e-53,2.3894158442728926e-62,2.2333255502289317e-55,1.9240744148644468e-59,2.9853021211071e-71,1.9203298277767534e-34,2.073532928888838e-58,1.2116866822890881e-45,4.7279278541870303e-51,6.098459963741639e-62,3.069575156400707e-69,7.032983246509309e-71,7.745333244645439e-15,1.2697441196489316e-18,3.601863156129658e-36,2.2911519680905577e-20,4.200430286399591e-63
1.5200591864828832e-18,0.42975310230920477,3.76,0.0,0.6107262574193063,0.9999999999878405,8.742817212625705e-41,1.901471667930079e-29,7.942735824131004e-26,4.979856652020806e-22,2.5395571310628054e-18,2.4977400846739406e-16,2.5901712940227575e-30,7.44838520314146e-42,1.823950005204932e-36,1.3378866704606816e-50,5.39894652514724e-59,4.582428246244269e-20,1.5491086723351017e-14,1.1770814375129371e-29,6.780143605190029e-33,7.124036078772464e-35,6.701156154900283e-49,2.6664257501680116e-29,1.897967882455833e-29,6.522113198406001e-29,6.337710451147277e-41,1.0611586675018667e-35,2.2605002912762957e-32,1.0101737494802153e-46,5.939310712970968e-47,6.398772834083488e-50,3.683941296571696e-48,6.894347692432084e-39,5.2988900499988206e-45,8.611190453245979e-40,1.2110684484617968e-47,6.469937554125637e-46,2.4977400846859155e-16,1.376540143431996e-31,1.7097317972496924e-30,1.0778170398680126e-29,7.812793099487141e-26,1.108920562115963e-32,1.908016017876098e-29,1.8081817807779852e-35,1.1074188364309373e-29,1.332190740536827e-34,1.2159183619409516e-11,1.1534852431800202e-43,8.790969348843478e-67,1.721605479171474e-52,5.209259521327207e-45,1.6032701119917336e-52,2.1646775335214457e-61,1.7867489141297664e-54,3.078727734881125e-58,9.553636231982621e-70,7.681632033772057e-34,3.317877678675545e-57,9.694106712790486e-45,3.7825218604981733e-50,9.758032847806174e-61,4.911570075323725e-68,1.1253536316315923e-69,1.549108672327277e-14,2.539557131062762e-18,1.4408038906167486e-35,4.5824282458749973e-20,6.721030303525011e-62
3.0401596083287722e-18,0.429753102309206,3.76,0.0,0.6107262574192905,0.9999999999756808,6.99441986243372e-40,7.606041503657149e-29,3.1512799216856107e-25,9.95984915095516e-22,5.079183153890465e-18,4.995547926682619e-16,1.0360895969524745e-29,5.958849600856252e-41,1.4591946392252937e-35,1.0703347391691053e-49,8.638628339057442e-58,9.164980802920965e-20,3.098259368072255e-14,4.708421543302842e-29,2.712112620265951e-32,2.849672407936127e-34,5.3610687609158316e-48,1.0665919999775277e-28,7.592025997622736e-29,2.6088983576322416e-28,5.0702887018733345e-40,4.2447396274519866e-35,9.042185129353886e-32,8.081581818888746e-46,4.751598946751292e-46,5.119139771963278e-49,2.9472229916339513e-47,2.757936952369467e-38,4.2392462016600957e-44,3.444547335349835e-39,9.688854208577677e-47,5.176113843836495e-45,4.995547926704637e-16,5.5062726143164845e-31,6.83906632103091e-30,4.311355861268688e-29,3.125180821805398e-25,4.435772480387099e-32,7.632219348709859e-29,7.23287429345294e-35,4.4297654623155853e-29,5.328871357106967e-34,2.4318696979455506e-11,9.228100965108804e-43,1.4066027850199193e-65,1.3773227101528233e-51,4.167539510860817e-44,1.282646906362841e-51,2.1366793255735497e-60,1.4294389073456895e-53,4.9261313180803014e-57,3.057270708638208e-68,3.072715451962909e-33,5.30878428610709e-56,7.755530683246471e-44,3.026089339342931e-49,1.5613250085428562e-59,7.858712016980168e-67,1.800626862564364e-68,3.0982593680409536e-14,5.07918315389029e-18,5.76333282932278e-35,9.164980801443846e-20,1.0753921970195461e-60
6.08036045202055e-18,0.4297531023092085,3.76,0.0,0.610726257419259,0.9999999999513612,5.5956024165910983e-39,3.0424476198674734e-28,1.2553489818458734e-24,1.9919836416829777e-21,1.015843519954552e-17,9.99116361058162e-16,4.144400546829615e-29,4.767136256945272e-40,1.16736956543938e-34,8.562779496197619e-49,1.3822056694147975e-56,1.833008591848997e-19,6.19656075954635e-14,1.8833877760974618e-28,1.0848560838288597e-31,1.1398805582907648e-33,4.288912544446551e-47,4.266411400029148e-28,3.0368412972294865e-28,1.043569958778492e-27,4.0562790906955795e-39,1.6979280017431572e-34,3.616910844950875e-31,6.465342185409515e-45,3.801339308898266e-45,4.0953604173350694e-48,2.3578063749650192e-46,1.1032994185179228e-37,3.391450627164986e-43,1.377833809728184e-38,7.751206020083922e-46,4.140956596190746e-44,9.991163610617938e-16,2.2025314629843824e-30,2.735654349376938e-29,1.7245598771110482e-28,1.25008504516681e-24,1.774327030102761e-31,3.052918794547693e-28,2.893179161769291e-34,1.7719242039370207e-28,2.1315702091383858e-33,4.863772337771335e-11,7.38256836083298e-42,2.2506025940665893e-64,1.101880261256156e-50,3.3340843669509522e-43,1.0261302984882369e-50,2.3572053649877333e-59,1.1435740533660647e-52,7.881943663359969e-56,9.783437648883046e-67,1.2290987828338126e-32,8.494198860050694e-55,6.204522679280834e-43,2.4209002413028083e-48,2.4981518138820533e-58,1.257409924337176e-65,2.8810518226252705e-67,6.196560759421145e-14,1.0158435199544825e-17,2.3053565920598924e-34,1.8330085912581426e-19,1.7206493942746527e-59
1.2160762139404107e-17,0.4297531023092135,3.76,0.0,0.6107262574191961,0.9999999999027221,4.476508686226583e-38,1.2169852930488727e-27,5.011069848169056e-24,3.9839820020603e-21,2.031693929085457e-17,1.9982394977906207e-15,1.6577686505394863e-28,3.813731636479647e-39,9.339011937715636e-34,6.850264182824508e-48,2.2115492521887462e-55,3.6660296158490465e-19,1.2393163542493705e-13,7.533589421757608e-28,4.339446406748718e-31,4.559545421320296e-33,3.431153050161487e-46,1.7065732400037638e-27,1.214742702031799e-27,4.174301066476737e-27,3.245042511838923e-38,6.79186558160885e-34,1.4467716966806296e-30,5.17230444074029e-44,3.0410955079483954e-44,3.276307769482686e-47,1.886256291963657e-45,4.4141274484389555e-37,2.7131819687963128e-42,5.511370147439622e-38,6.201013882525323e-45,3.312791485453006e-43,1.9982394977947965e-15,8.8101707581778e-30,1.0942672994168155e-28,6.898274510512236e-28,5.000365613104553e-24,7.097344127688443e-31,1.2211737283364513e-27,1.1572775616578955e-33,7.087732818185917e-28,8.526324066223042e-33,9.72757748868925e-11,5.906089691932589e-41,3.600994616378752e-63,8.815238658663751e-50,2.6672885969269123e-42,8.209100626264267e-50,2.9223282852229375e-58,9.148796407514636e-52,1.2611216700233545e-54,3.130727465655105e-65,4.916420929516152e-32,1.3590833377441472e-53,4.96365740636721e-42,1.9367317475577133e-47,3.9970683342680403e-57,2.0118687112292038e-64,4.609721990853282e-66,1.239316354199288e-13,2.0316939290851787e-17,9.221473343116921e-34,3.666029613485613e-19,2.7530565340124984e-58
2.432156551417122e-17,0.4297531023092233,3.76,0.0,0.6107262574190702,0.9999999998054441,3.581217877588175e-37,4.8679539935741065e-27,2.002362712610819e-23,7.967982351624836e-21,4.063394747346846e-17,3.996485771066173e-15,6.631091465540123e-28,3.050994362012501e-38,7.471231712077239e-33,5.480227504591879e-47,3.5384951814051756e-54,7.332071667394164e-19,2.4786369108385085e-13,3.013443431909313e-27,1.7357829769080414e-30,1.8238228044270044e-32,2.7449316462515293e-45,6.826310319475237e-27,4.858983202246136e-27,1.669724672726367e-26,2.5960416851700647e-37,2.7168483659523533e-33,5.787101504361159e-30,4.137855829739689e-43,2.4328860308030597e-43,2.6210539827844644e-46,1.5090095091885736e-44,1.766381333560197e-36,2.1705541628007978e-41,2.2045591664742104e-37,4.960830740350682e-44,2.6502436715655006e-42,3.996485771062174e-15,3.5240773417593265e-29,4.377080280610953e-28,2.75931675399792e-27,2.0001513312884586e-23,2.8389447975236476e-30,4.884707330224051e-27,4.629122104929013e-33,2.835100299182637e-27,3.410538189950659e-32,1.945518727559049e-10,4.724885702953536e-40,5.7616156155651955e-62,7.052442667617497e-49,2.1338393187605515e-41,6.567315227525783e-49,3.996359260657441e-57,7.319298350745954e-51,2.01780321737971e-53,1.0018371738327804e-63,1.9665740066316025e-31,2.174542556061061e-52,3.970941645642164e-41,1.549390094279474e-46,6.395329653953543e-56,3.2190003026986485e-63,7.375586446145778e-65,2.478636910638178e-13,4.0633947473457325e-17,3.688598775448759e-33,7.332071657940372e-19,4.4049044563794585e-57
4.8643172263705445e-17,0.4297531023092432,3.76,0.0,0.6107262574188183,0.9999999996108879,2.8649790373443295e-36,1.9471844266259596e-26,8.005320384250594e-23,1.593599756599578e-20,8.126796383867936e-17,7.992978316859816e-15,2.6524399586797342e-27,2.440799111434269e-37,5.976994228279287e-32,4.384188345307573e-46,5.661606137944975e-53,1.4664155784664665e-18,4.957278024015451e-13,1.2053789051792152e-26,6.94314073535569e-30,7.295300475573045e-32,2.1959489998533403e-44,2.730527599235863e-26,1.9435957819741362e-26,6.678907182015624e-26,2.076836386357141e-36,1.0868169077371777e-32,2.3148435454397305e-29,3.310289574885181e-42,1.9463126745486715e-42,2.0968462817944988e-45,1.2072093956905789e-43,7.071341237021106e-36,1.7364467668011044e-40,8.818291887150202e-37,3.968672458303348e-43,2.1201991301623438e-41,7.99297831680241e-15,1.4096327901795323e-28,1.750834299705072e-27,1.1037280510503787e-26,8.000615493641283e-23,1.1355793042821028e-29,1.9538854121207155e-26,1.8516512651304116e-32,1.1340415311800409e-26,1.3642169226810835e-31,3.891040478965484e-10,3.779914059021881e-39,9.218603909403948e-61,5.642331811466488e-48,1.7070748312470646e-40,5.253884362408495e-48,5.850680330794926e-56,5.855830582395906e-50,3.2284919783228672e-52,3.2058859586942277e-62,7.86631109761015e-31,3.4792754607234035e-51,3.1767596292434666e-40,1.2395140729787907e-45,1.0232543616537521e-54,5.150409092472545e-62,1.1800963325454531e-63,4.957278023214126e-13,8.126796383863482e-17,1.4754414323865033e-32,1.4664155746849154e-18,7.047858329769284e-56
9.72863857627739e-17,0.4297531023092828,3.76,0.0,0.6107262574183144,0.9999999992217757,2.291985706104691e-35,7.788745484241933e-26,3.201302057521661e-22,3.1872086055723644e-20,1.6253599656903372e-16,1.5985963405417257e-14,1.0609766577918033e-26,1.952640738977071e-36,4.781598916218672e-31,3.507353018166405e-45,9.058583283977045e-52,2.932832407592827e-18,9.914560250364e-13,4.8215186837297944e-26,2.777258059125239e-29,2.9181220306488017e-31,1.7567606736594686e-43,1.0922117336237816e-25,7.774388308043792e-26,2.6715645700927103e-25,1.6614702730733808e-35,4.347879831205898e-32,9.259380070466837e-29,2.6482336247091525e-41,1.5570516797967256e-41,1.6774782455552646e-44,9.65768228832424e-43,2.833183830873109e-35,1.3891587903838462e-39,3.527354204107462e-36,3.174941132695849e-42,1.6961609806885798e-40,1.5985963405104808e-14,5.6385352338810235e-28,7.003341340699956e-27,4.4149145790339015e-26,3.200248228261416e-22,4.542319635526427e-29,7.815546581769276e-26,7.406610318815477e-32,4.536168764725576e-26,5.456870456180821e-31,7.782083157883275e-10,3.0239333129017395e-38,1.474977992576396e-59,4.514459689893045e-47,1.3656612150857071e-39,4.203149625713651e-47,8.926294397325842e-55,4.685281085687976e-49,5.165592611258913e-51,1.0258846186568294e-60,3.1465304943992558e-30,5.566846629094783e-50,2.5414102676865015e-39,9.91612247899799e-45,1.6372082450259084e-53,8.240662446818548e-61,1.8881561339458417e-62,9.914560247158697e-13,1.625359965688554e-16,5.901769850478212e-32,2.932832392466377e-18,1.1276582280802134e-54
1.945728127609108e-16,0.4297531023093622,3.76,0.0,0.6107262574173068,0.9999999984435515,1.8335904867649937e-34,3.1155014447188307e-25,1.2803556021572394e-21,6.374449527927119e-20,3.2507206202947306e-16,3.197193357041277e-14,4.243907978421785e-26,1.5621131728717433e-35,3.8252805306460866e-30,2.805883039725142e-44,1.4493751657283488e-50,5.865666088535819e-18,1.9829124703039748e-12,1.928608084638873e-25,1.1109035761966092e-28,1.1672491714199799e-30,1.4054091294540754e-42,4.368848319473553e-25,3.109756501641729e-25,1.06862616674526e-24,1.329176601971116e-34,1.7396400345679955e-31,3.7037532069799295e-28,2.1185876862672475e-40,1.2456419602109197e-40,1.3419830555192614e-43,7.726148630876033e-42,1.1369903239471246e-34,1.1113275867924717e-38,1.4109702954891777e-35,2.539954204004236e-41,1.3569294542036724e-39,3.197193356899735e-14,2.255415201152584e-27,2.801337178220842e-26,1.765966047322999e-25,1.2800996951506844e-21,1.8169280561713309e-28,3.1262195979424364e-25,2.962645508764098e-31,1.8144678874833706e-25,2.1827483132063308e-30,1.5564165220139938e-09,2.4191472638254895e-37,2.35996541173273e-58,3.612514519939964e-46,1.0925295114501562e-38,3.362583376688064e-46,1.3934243110992175e-53,3.7492072910115386e-48,8.264952475647297e-50,3.282832504203973e-59,1.2586158417398771e-29,8.906959304456515e-49,2.0331293025822757e-38,7.932904989170318e-44,2.6195341179832867e-52,1.3185069473478552e-59,3.0210514188245345e-61,1.9829124690218533e-12,3.2507206202875915e-16,2.3607089855908187e-31,5.865666028028124e-18,1.804253879106502e-53
2.9185923975904767e-16,0.42975310230944164,3.76,0.0,0.6107262574162992,0.9999999976653277,5.242925337157828e-34,6.620444508949318e-25,2.7206523896395383e-21,9.561713674705845e-20,4.876081274896435e-16,4.795790372328889e-14,9.018305294692966e-26,4.466667782812576e-35,1.0937912524149086e-29,8.023071898912096e-44,5.525664633105342e-50,8.798499792170317e-18,2.974368915569415e-12,4.0982925599054493e-25,2.3606703192536496e-28,2.480404703587719e-30,4.078704464216446e-42,9.283803540692315e-25,6.608233462243783e-25,2.2708308150301757e-24,3.800614528336194e-34,3.697558152588051e-31,7.870476303293298e-28,6.057837243979169e-40,3.697993738517329e-40,3.8372331017207714e-43,2.2091958239739112e-41,2.422376143610283e-34,3.2992475391805055e-38,2.998359687491789e-35,7.540441427844397e-41,4.028339611149908e-39,4.795790372017762e-14,4.792758323958492e-27,5.952841694783816e-26,3.7526776934578087e-25,2.7202121018078763e-21,3.8609719283906335e-28,6.643217224342488e-25,6.295623036305435e-31,3.8557443344240003e-25,4.638339771801692e-30,2.334624398681908e-09,6.917249400084799e-37,8.92821729092669e-58,1.0331281540018889e-45,3.2434474414837314e-38,9.615003150815107e-46,5.154640613055808e-53,1.0722203259520062e-47,3.1266089435126728e-49,1.531425790095949e-58,2.674563678022937e-29,3.369660188565514e-48,6.035352822409044e-38,2.2683160111106405e-43,9.642592874913883e-52,4.852982429382718e-59,1.1429163518458994e-60,2.9743689128449058e-12,4.876081274881254e-16,5.016507567075073e-31,8.798499663588698e-18,6.640852996591257e-53
3.8914566675718457e-16,0.4297531023095209,3.76,0.0,0.6107262574152915,0.9999999968871042,1.1058852464248886e-33,1.129370522428006e-24,4.641020566690538e-21,1.2749001045923327e-19,6.501441929495452e-16,6.394387386404565e-14,1.5384168605464231e-25,9.42149648254669e-35,2.307122647284087e-29,1.6922981845708664e-43,1.486686704419697e-49,1.1731333518497552e-17,3.965825360832721e-12,6.991205292617615e-25,4.027026034690455e-28,4.231278791643939e-30,8.716824439271579e-42,1.5837077394199686e-24,1.1272869836751807e-24,3.873770401055187e-24,8.016596842824306e-34,6.308968936998669e-31,1.342610729743909e-27,1.2777733879916354e-39,8.057722779189083e-40,8.093836247694579e-43,4.659834040007981e-41,4.142727721424496e-34,7.188875099359001e-38,5.114928241343078e-35,1.643013763860984e-40,8.777458225881571e-39,6.394387385864564e-14,8.175883147823032e-27,1.0154847520219208e-25,6.401626169200195e-25,4.640362040585284e-21,6.586363333441435e-28,1.1332547518175833e-24,1.0739593999018798e-30,6.577446088922587e-25,7.912461051523145e-30,3.1128319457922097e-09,1.4590482217814709e-36,2.3240071061115583e-57,2.1795198073121474e-45,7.067301806925836e-38,2.0281060723670683e-45,1.3165057168017643e-52,2.261989821093656e-47,8.138088438787965e-49,4.663191564088618e-58,4.56249868689912e-29,8.771185618401937e-48,1.3149805483048468e-37,4.784537464813363e-43,2.4460021066175614e-51,1.2308217553635855e-58,2.9749836350492266e-60,3.965825356185029e-12,6.501441929469544e-16,8.557572993517182e-31,1.1731333299148096e-17,1.6842641829015697e-52
5.837185207534584e-16,0.42975310230967956,3.76,0.0,0.6107262574132764,0.9999999953306579,3.0205175259640318e-33,2.338220125203216e-24,9.608455074694849e-21,1.9123630294739986e-19,9.752163238687202e-16,9.591581411711579e-14,3.185096847609793e-25,2.5733030300739386e-34,6.301467791070806e-29,4.6221908506650765e-43,6.012850915070308e-49,1.7597001024414306e-17,5.9487382513543214e-12,1.4474403193243296e-24,8.337446277074713e-28,8.760325594371398e-30,2.4417649739029454e-41,3.2788658614590465e-24,2.3339047716299225e-24,8.02014993417959e-24,2.189581186316841e-33,1.306716934445862e-30,2.779705109300957e-27,3.4899956019674855e-39,2.338902534995745e-39,2.2106777669736075e-42,1.2727452563248563e-40,8.617010940966596e-34,2.0867025079949817e-37,1.0590113011688268e-34,4.769116482702266e-40,2.5477827663843694e-38,9.591581410574682e-14,1.6927131458484378e-26,2.1024320917965083e-25,1.3253751709323501e-24,9.607280608500128e-21,1.3636226321590073e-27,2.3462601039786093e-24,2.2234971003463338e-30,1.3617765736986594e-24,1.63817418386527e-29,4.669246266561706e-09,3.985113012589878e-36,8.528759567905816e-57,5.954692895719609e-45,2.0514198572962e-37,5.539502470582255e-45,4.678245093322401e-52,6.180009852235955e-47,2.986263600876471e-48,2.1245674590294678e-57,9.446100303985934e-29,3.2189100682683454e-47,3.816510044677615e-37,1.3068067349520348e-42,8.557908846235047e-51,4.3042461162023874e-58,1.0917630853169494e-59,5.9487382417318675e-12,9.752163238633508e-16,1.7717371980555017e-30,1.759700057026413e-17,5.889953701482622e-52
7.782913747497322e-16,0.42975310230983826,3.76,0.0,0.6107262574112612,0.9999999937742128,6.319936505832099e-33,3.9767030289828344e-24,1.6341283289191522e-20,2.5498344948223886e-19,1.3002884547869105e-15,1.2788775432561872e-13,5.417015640689881e-25,5.384210870991696e-34,1.3184778785829507e-28,9.671168566936431e-43,1.6286749821921315e-48,2.3462668613790586e-17,7.931651141868073e-12,2.4617169326129e-24,1.4179812746989408e-27,1.4899019575882475e-29,5.206564710074931e-41,5.576492173439524e-24,3.969361070793285e-24,1.364017475055674e-23,4.581336098926733e-33,2.223273396624961e-30,4.72755046080956e-27,7.30223841885452e-39,5.114907227346021e-39,4.6254773944305666e-42,2.663008870394119e-40,1.4723128609170856e-33,4.5633736968586196e-37,1.8011523165377324e-34,1.0429451020977025e-39,5.57164932650812e-38,1.2788775430610056e-13,2.8788622862472746e-26,3.5756860935822882e-25,2.2541156374998156e-24,1.6339468371146246e-20,2.3191645143631372e-27,3.99037397376611e-24,3.781587093305583e-30,2.3160250851232926e-24,2.786104563770154e-29,6.22565937543148e-09,8.33818893132564e-36,2.2115675911891643e-56,1.2462632235517314e-44,4.486224048324946e-37,1.1590718627543114e-44,1.1847549018612567e-51,1.293419946881026e-46,7.74303213797904e-48,6.381485373300209e-57,1.606538477355814e-28,8.346856725750196e-47,8.345564477325885e-37,2.7342789744266413e-42,2.139027559456734e-50,1.0755144472187319e-57,2.830996773522688e-59,7.931651125502798e-12,1.3002884547777705e-15,3.0132615545305977e-30,2.3462667841375856e-17,1.4717390968115268e-51
