Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89)
0.000528833123823579,0.2790585694741631,3.76,0.0,0.5864375596297862,0.8154303215056248,0.12889541734853255,4.924054669349817e-05,2.3436369149770753e-05,2.671841573561113e-05,0.03325558948351625,8.642623357182356e-05,2.2047174878668233e-06,0.024883473131150434,0.04154883439040559,3.57297177390709e-08,0.00010670808818994165,3.232740972797067e-07,0.14694735803445655,1.7472888118410658e-08,0.002369297385797503,7.483429207235444e-11,2.589938399909067e-06,0.0016720720894263963,0.1296826897585211,5.176317578578034e-06,1.4869023546121492e-06,0.007505927493832971,0.003452950962609535,2.9246313113402906e-05,0.00048434997530802387,1.289973453537748e-07,4.116739095393553e-07,2.6592909246229857e-06,2.8684642126320934e-07,3.750362904255466e-05,1.4012013556867566e-08,2.052028195930323e-07,0.0027291815259371933,4.2043365472331797e-10,1.0045655465379536e-12,2.4978445532787228e-11,5.313893507914846e-06,7.108478251177724e-09,3.2934383177173625e-05,0.014200019053528946,2.0808657218621028e-08,4.860765054519247e-12,0.00023051410790808036,1.248205039801972e-08,1.0231199866269508e-15,1.9420582479682196e-10,1.4509983224092942e-08,1.1656817711880788e-07,3.673724604804209e-08,5.725896403020674e-13,6.146591917970718e-09,6.592611972178676e-08,2.1925821451017154e-06,3.970847098025074e-06,1.474889889271914e-05,1.293442347361397e-07,4.441651494079122e-09,1.463527467455149e-11,1.430844002431126e-16,2.0014924686695204e-05,0.006157301879858856,1.1711515988732104e-07,1.0158323797818919e-05
0.0005312821763789159,0.2790821462958707,3.76,0.0,0.5853977812870536,0.8146253052118687,0.12942890580777663,4.924275162862271e-05,2.3459036304053724e-05,2.6751382908451347e-05,0.03335090452284217,8.654259944315898e-05,2.207464580718645e-06,0.025026754646168436,0.04173269809590462,3.607960038042991e-08,0.00010779037463523867,3.234227540166619e-07,0.14766349726532962,1.7520606347150672e-08,0.0023796624474988837,7.505421574684505e-11,2.605013339589593e-06,0.0016730187623954784,0.13024647150974514,5.161200044817885e-06,1.4875558310466526e-06,0.007520675798383554,0.0034794789454800122,2.9636173950294783e-05,0.0004870885169457356,1.3011529619152488e-07,4.1538133301464713e-07,2.6663891104192738e-06,2.877693064531203e-07,3.758706575548714e-05,1.413525262017212e-08,2.070014397210003e-07,0.002726582287802925,4.196975765687119e-10,1.0028066915063297e-12,2.5089919705355025e-11,5.309928605183404e-06,7.128090491311131e-09,3.2867757232983656e-05,0.014213191554794068,2.076685770842875e-08,4.8713780966658756e-12,0.00023028653795619113,1.2547941141032505e-08,1.0278021666579997e-15,1.9459743914288468e-10,1.4502594808786052e-08,1.167023236815655e-07,3.6911496223603554e-08,5.743711092239141e-13,6.1632196494971925e-09,6.636931224828824e-08,2.1986328635011935e-06,4.001827709707144e-06,1.480466194340388e-05,1.3056149433489593e-07,4.47685338280157e-09,1.4815486742107948e-11,1.4574324082588342e-16,2.0001313197471488e-05,0.006180874837114377,1.1690967081186718e-07,1.0191332199220851e-05
0.0005337312289342528,0.2791057159009467,3.76,0.0,0.5843595864122727,0.8138209261927912,0.12996171947791946,4.924499767207771e-05,2.3481692214338012e-05,2.6784241140462287e-05,0.03344575502921319,8.665970048110377e-05,2.210239868350764e-06,0.02517017965919999,0.04191643699620802,3.6430767983538546e-08,0.00010887619095434052,3.235691566760524e-07,0.14837950900917474,1.7567933826382116e-08,0.0023900020196396554,7.527342266459141e-11,2.6200958837703702e-06,0.0016739501960669897,0.1308097693786614,5.146232006079331e-06,1.4881968079610412e-06,0.007535205415689126,0.003506020879331534,3.0029027878206366e-05,0.0004898197402737502,1.3123564329535856e-07,4.1909881371642287e-07,2.6734183754945503e-06,2.8868535458689897e-07,3.7669735443939805e-05,1.4258808377124165e-08,2.0880458891593067e-07,0.0027239865073795553,4.189624555990977e-10,1.001050123928099e-12,2.5201226867066985e-11,5.305941536662241e-06,7.147510499040165e-09,3.280127263124149e-05,0.014226093093848768,2.0725147289568294e-08,4.881877398311904e-12,0.00023005914815601172,1.2613918861712657e-08,1.0324575457741588e-15,1.9498319371079078e-10,1.4494999911131323e-08,1.1683365119212481e-07,3.7085432476773766e-08,5.761359971153217e-13,6.179679325164621e-09,6.681183133278114e-08,2.2046242821492716e-06,4.032830209364324e-06,1.486012593251573e-05,1.3178176729311746e-07,4.512082372024914e-09,1.499730446440849e-11,1.484373000991637e-16,1.9987698358051174e-05,0.006204325502721237,1.167045129070666e-07,1.0224147068454512e-05
0.0005361802814895897,0.279129278128817,3.76,0.0,0.5833229742403523,0.8130171859400384,0.1304938588079714,4.9247284722580986e-05,2.3504337087592767e-05,2.6816990968972393e-05,0.033540142486793594,8.677752308609961e-05,2.2130428594542286e-06,0.025313747064894237,0.0421000503646376,3.6783209076819175e-08,0.00010996548847633248,3.237133091475441e-07,0.14909538825664384,1.7614870677598086e-08,0.0024003159945123077,7.549191036454092e-11,2.6351858656719907e-06,0.0016748663849114442,0.1313725825737934,5.131411662935239e-06,1.4888252864956164e-06,0.007549517181744758,0.0035325756706759697,3.0424876833693606e-05,0.0004925435378344793,1.3235834705010572e-07,4.2282623037780916e-07,2.6803788783239567e-06,2.8959456919179244e-07,3.775164138689891e-05,1.4382677007628397e-08,2.1061221087769914e-07,0.002721394189184556,4.1822829207598846e-10,9.992958444352951e-13,2.5312361425513498e-11,5.301932397845303e-06,7.166738851434947e-09,3.273492926956352e-05,0.014238725791726803,2.0683525897718743e-08,4.892263304718478e-12,0.0002298319389292079,1.2679983374937693e-08,1.0370859657700882e-15,1.9536310859631295e-10,1.4487204925695054e-08,1.1696217841403489e-07,3.7259052811939565e-08,5.778843131248295e-13,6.195971244651586e-09,6.725365650023346e-08,2.2105565790263412e-06,4.0638533323985916e-06,1.491529040681399e-05,1.330049997707147e-07,4.5473369706453536e-09,1.5180282620623737e-11,1.5116684153215183e-16,1.9974080168909348e-05,0.0062276539055164185,1.1649968694053211e-07,1.0256768419185635e-05
0.0005386293340449266,0.27915283281295983,3.76,0.0,0.5822879439942013,0.8122140859386561,0.1310253242525035,4.924961269819766e-05,2.3526971122456377e-05,2.6849632938721708e-05,0.033634068380511646,8.689605388023067e-05,2.2158730703392165e-06,0.025457455753354397,0.0422835374784155,3.7136913781684665e-08,0.00011105821842274087,3.238552152000624e-07,0.14981113002078517,1.7661417034168544e-08,0.002410604266056469,7.570967471469948e-11,2.6502831194127457e-06,0.0016757673253528847,0.13193491030570986,5.116737238487139e-06,1.4894412697705823e-06,0.007563611943066791,0.0035591422327361337,3.0823722610716394e-05,0.0004952598035603922,1.3348336792052183e-07,4.2656346359891417e-07,2.6872707809358223e-06,2.904969542128596e-07,3.783278686653303e-05,1.4506854760798151e-08,2.1242425044244843e-07,0.0027188053375584395,4.1749508624789003e-10,9.975438536171504e-13,2.542331786416385e-11,5.297901285731018e-06,7.1857761395363865e-09,3.26687270403678e-05,0.014251091750271477,2.0641993464985087e-08,4.9025361682815325e-12,0.00022960491069558034,1.2746134553876722e-08,1.0416872734436601e-15,1.9573720397610356e-10,1.4479216074935613e-08,1.1708792415502687e-07,3.74323552594159e-08,5.796160619106441e-13,6.212095699992924e-09,6.76947675554163e-08,2.216429936479051e-06,4.094895820410364e-06,1.4970154928970583e-05,1.3423113795035395e-07,4.582615647892041e-09,1.536437012660275e-11,1.539321286385041e-16,1.996045863038022e-05,0.006250860082935899,1.1629519364051355e-07,1.0289196277287164e-05
0.0005410783866002635,0.27917637979110593,3.76,0.0,0.5812544948841207,0.8114116276666078,0.1315561162717976,4.925198151575905e-05,2.354959451720284e-05,2.6882167598398736e-05,0.03372753419595354,8.701527971572491e-05,2.218730025328198e-06,0.025601304610233164,0.0424668976188844,3.749187191201928e-08,0.00011215433191562745,3.2399487886252766e-07,0.15052672933832079,1.7707573063135157e-08,0.0024208667298632382,7.592671189597957e-11,2.6653874801802192e-06,0.0016766530157825785,0.13249675178728548,5.10220697953416e-06,1.4900447627441768e-06,0.007577490556697825,0.0035857194857590005,3.122556685655119e-05,0.0004979684328099299,1.346106663530834e-07,4.303103931919403e-07,2.6940942487350586e-06,2.913925138887996e-07,3.7913175166603805e-05,1.4631337900026272e-08,2.1424065256170228e-07,0.0027162199567017393,4.167628383536088e-10,9.957941520447942e-13,2.553409072238206e-11,5.293848299150477e-06,7.204622964057319e-09,3.260266583371475e-05,0.01426319305171009,2.060054992198676e-08,4.912696349028083e-12,0.0002293780638729272,1.2812372236535953e-08,1.0462613197352631e-15,1.9610550041209572e-10,1.4471039404969026e-08,1.1721090715068827e-07,3.7605337880343156e-08,5.813312517546711e-13,6.228053003837032e-09,6.813514450904932e-08,2.222244539751e-06,4.125956423342874e-06,1.5024719084532615e-05,1.354601280520977e-07,4.617916900096168e-09,1.5550095056762737e-11,1.5673342495881057e-16,1.994683374278055e-05,0.006273944081127055,1.1609103371434018e-07,1.0321430681993275e-05
0.0005435274391556004,0.2791999189056973,3.76,0.0,0.5802226261153965,0.810609812598918,0.13208623532846014,4.925439108345226e-05,2.357220747249135e-05,2.69145954777176e-05,0.03382054141887259,8.713518750043233e-05,2.221613251498904e-06,0.025745292519395276,0.04265013006910265,3.78480721721953e-08,0.00011325378004259693,3.241323042765814e-07,0.15124218125577657,1.7753338968918664e-08,0.002431103282319052,7.614301937516239e-11,2.680498784054593e-06,0.001677523455456742,0.13305810623238806,5.087819142603643e-06,1.4906357707510642e-06,0.007591153883837428,0.0036123063529454567,3.1630411158760833e-05,0.0005006693215874996,1.3574020289229692e-07,4.340668981779853e-07,2.700849450963372e-06,2.922812531100801e-07,3.799280956180631e-05,1.4756122648644428e-08,2.1606136150773757e-07,0.002713638050615499,4.160315486323021e-10,9.940467402958163e-13,2.564467456424799e-11,5.2897735363596674e-06,7.22327992191137e-09,3.253674553857683e-05,0.014275031770117297,2.0559195198753113e-08,4.922744204039094e-12,0.00022915139887821591,1.2878696232765099e-08,1.0508079559251019e-15,1.9646801880104284e-10,1.4462680894302077e-08,1.1733114598788242e-07,3.7777998755198074e-08,5.830298951064183e-13,6.24384348219433e-09,6.857476746150204e-08,2.2280005729546464e-06,4.1570338952724846e-06,1.5078982493943485e-05,1.366919163268275e-07,4.653239256513304e-09,1.5736956363330104e-11,1.5957099403469252e-16,1.993320550669708e-05,0.006296905949730812,1.1588720785936743e-07,1.0353471685771573e-05
0.0005459764917109373,0.27922344999334314,3.76,0.0,0.5791923368827668,0.80980864220443,0.13261568188982956,4.925684130945197e-05,2.3594810183018403e-05,2.6946917119953507e-05,0.03391309153540479,8.725576431680392e-05,2.2245222820496245e-06,0.02588941836107147,0.04283323411572698,3.8205503914350125e-08,0.00011435651381839926,3.242674956160871e-07,0.1519574808403026,1.7798714981219084e-08,0.002441313821331703,7.635859401790514e-11,2.69561686814184e-06,0.0016783786453467523,0.1336189728569302,5.073572005087338e-06,1.4912143005820819e-06,0.007604602794298864,0.0036389017636645014,3.2038256978946356e-05,0.0005033623671841428,1.368719381863285e-07,4.3783285862705567e-07,2.707536559513454e-06,2.9316317710783036e-07,3.807169332922214e-05,1.4881205227664465e-08,2.1788632170566336e-07,0.002711059623016093,4.1530121731352774e-10,9.923016189136132e-13,2.5755064034969717e-11,5.285677097900804e-06,7.241747623098758e-09,3.247096603738107e-05,0.014286609962746433,2.0517929221121798e-08,4.9326800995737495e-12,0.0002289249161266667,1.2945106404001477e-08,1.0553270390582995e-15,1.9682478006798736e-10,1.4454146375566976e-08,1.1744865929515276e-07,3.795033599412667e-08,5.847120011762407e-13,6.259467463106388e-09,6.901361681082479e-08,2.233698224154474e-06,4.1881269966633546e-06,1.513294479530301e-05,1.3792644907612407e-07,4.688581212741694e-09,1.5924887740874218e-11,1.6244509941026223e-16,1.9919573922711015e-05,0.00631974574570622,1.1568371672711208e-07,1.0385319353925303e-05
0.0005484255442662741,0.2792469728948396,3.76,0.0,0.5781636263681129,0.8090081179444255,0.13314445642881656,4.9259332103480455e-05,2.3617402840116307e-05,2.6979133075262964e-05,0.03400518603207643,8.737699747916913e-05,2.2274566580170706e-06,0.02603368101146291,0.04301620904973279,3.856415721833345e-08,0.00011546248417971977,3.2440045718162095e-07,0.15267262318385716,1.7843701363714768e-08,0.0024514982464387837,7.657343191949774e-11,2.7107415705477973e-06,0.0016792185883316268,0.13417935087943925,5.059463869206614e-06,1.4917803607234824e-06,0.0076178381677856665,0.0036655046545747186,3.244910563179424e-05,0.0005060474683430746,1.3800583289779084e-07,4.416081547437586e-07,2.7141557492377186e-06,2.940382914279597e-07,3.8149829746460475e-05,1.50065818963402e-08,2.1971547817587344e-07,0.002708484677473581,4.1457184461625514e-10,9.905587884186831e-13,2.5865253838490734e-11,5.281559085859736e-06,7.260026688479847e-09,3.240532721093659e-05,0.01429792966740347,2.0476751913892158e-08,4.94250440812067e-12,0.00022869861603136229,1.3011602610911019e-08,1.0598184302807227e-15,1.971758054770788e-10,1.4445441508044485e-08,1.1756346563325778e-07,3.8122347734581386e-08,5.863775814732502e-13,6.2749252868429025e-09,6.945167317161913e-08,2.2393376847939e-06,4.219234495219465e-06,1.5186605644124448e-05,1.391636726604877e-07,4.723941269432582e-09,1.6114464919122017e-11,1.653560046177672e-16,1.9905938991377783e-05,0.006342463534474136,1.1548056095337233e-07,1.041697376380546e-05
0.000550874596821611,0.2792704874529678,3.76,0.0,0.5771364937439807,0.8082082412745923,0.13367255942240988,4.926186338202645e-05,2.363998564098658e-05,2.7011243876370595e-05,0.03409682639559514,8.749887443889696e-05,2.230415925651238e-06,0.02617807934384143,0.04319905416530883,3.892402104536281e-08,0.00011657164200959155,3.2453119350823093e-07,0.15338760339680202,1.7888298408116938e-08,0.0024616564584897115,7.678753032862014e-11,2.7258727304673593e-06,0.0016800432887304495,0.13473923952039202,5.045493055420492e-06,1.492333960939908e-06,0.007630860891159759,0.003692113967787643,3.286295832439925e-05,0.000508724524929523,1.3914184785960383e-07,4.453926656704389e-07,2.720707199960442e-06,2.9490660229571423e-07,3.822722208594529e-05,1.5132248944332485e-08,2.215487761464016e-07,0.0027059132173787607,4.1384343075422656e-10,9.888182493356766e-13,2.597523869338156e-11,5.277419601562979e-06,7.2781177386509275e-09,3.233982893933871e-05,0.014308992907429407,2.0435663201598576e-08,4.952217498186997e-12,0.00022847249900380412,1.3078184634944605e-08,1.064281990513535e-15,1.9752111686287281e-10,1.4436571827243191e-08,1.1767558336960554e-07,3.8294032135608654e-08,5.880266549204245e-13,6.290217310988227e-09,6.988891721159006e-08,2.244919146461503e-06,4.250355165272306e-06,1.5239964725211362e-05,1.4040353349160248e-07,4.759318001877262e-09,1.6305348521224986e-11,1.6830397317225508e-16,1.9892300713348833e-05,0.006365059387614652,1.1527774116294296e-07,1.0448435006208308e-05
0.0005533236493769479,0.2792939935097926,3.76,0.0,0.5761109381740659,0.8074090136451405,0.1341999913513555,4.926443505708508e-05,2.3662558777447142e-05,2.704325006269826e-05,0.03418801411272253,8.762138277142616e-05,2.2333996359407607e-06,0.026322612228938242,0.04338176875974602,3.928508404283717e-08,0.00011768393815218538,3.246597090888911e-07,0.15410241660728047,1.7932506433485506e-08,0.0024717883595469104,7.700088710311113e-11,2.7410101881285845e-06,0.001680852752183256,0.13529863800225495,5.03165790166095e-06,1.4928751120573639e-06,0.007643671857686081,0.003718728650639116,3.327981616223156e-05,0.0005113934378700314,1.4027994408363886e-07,4.4918627193701854e-07,2.7271910944096954e-06,2.957681163988352e-07,3.830387361885046e-05,1.5258202601959738e-08,2.2338616012266068e-07,0.0027033452459319764,4.131159759340238e-10,9.8708000214894e-13,2.608501341670338e-11,5.273258748653715e-06,7.296021402484843e-09,3.227447109681871e-05,0.014319801692696763,2.039466300483432e-08,4.961819748851459e-12,0.00022824656545394502,1.3144852347714033e-08,1.0687175873089077e-15,1.9786073587816543e-10,1.4427542754415931e-08,1.1778503096278292e-07,3.8465387385033525e-08,5.896592335386772e-13,6.305343890086785e-09,7.032532995882871e-08,2.250442802966809e-06,4.281487788194404e-06,1.5293021752362343e-05,1.4164597804429537e-07,4.794709922861579e-09,1.6497253838626943e-11,1.712892685532992e-16,1.9878659089337938e-05,0.006387533382355808,1.1507525794103982e-07,1.0479703185217963e-05
0.0005557727019322848,0.2793174909087268,3.76,0.0,0.5750869588124511,0.8066104365002825,0.13472675270039902,4.926704702868901e-05,2.3685122432752692e-05,2.7075152178262332e-05,0.03427875067023821,8.774451020015895e-05,2.23640734512216e-06,0.02646727853487305,0.04356435213370466,3.964733623852933e-08,0.00011879932341481472,3.2478600847039674e-07,0.15481705796275919,1.7976325792348768e-08,0.0024818938529430844,7.721349867440162e-11,2.7561537845768803e-06,0.00168164698572151,0.13585754554970136,5.017956764819646e-06,1.4934038258267082e-06,0.0076562719673427945,0.0037453476561228848,3.3699680141388275e-05,0.0005140541092209324,1.4142008238459183e-07,4.529888538219147e-07,2.7336076160810103e-06,2.9662284049712485e-07,3.837978761270935e-05,1.5384439101773935e-08,2.2522757477117117e-07,0.002700780766157218,4.123894803553731e-10,9.853440473318458e-13,2.6194572871749878e-11,5.26907663184261e-06,7.3137383163385065e-09,3.2209253555739314e-05,0.0143303580187529,2.0353751243066826e-08,4.97131154284645e-12,0.0002280208157900427,1.3211605621775589e-08,1.073125091226689e-15,1.981946844717714e-10,1.441835958834339e-08,1.1789182677464034e-07,3.863641169574289e-08,5.912753327984727e-13,6.3203053923706595e-09,7.07608926133467e-08,2.2559088504860283e-06,4.312631150559926e-06,1.53457764533042e-05,1.4289095286252088e-07,4.830115544199745e-09,1.6690635510463257e-11,1.7431215419298146e-16,1.9865014120145446e-05,0.006409885601925715,1.148731118574198e-07,1.0510778414314952e-05
0.0005582217544876217,0.2793409794941267,3.76,0.0,0.5740645548032202,0.8058125112779393,0.13525284395840786,4.926969921022762e-05,2.370767679809344e-05,2.7106950759487464e-05,0.03436903755488826,8.786824460825641e-05,2.2394386148939783e-06,0.026612077127096956,0.04374680359137802,4.001076700415797e-08,0.00011991774856818945,3.2491009646646665e-07,0.15553152263095552,1.801975686269141e-08,0.0024919728433247085,7.742536188264876e-11,2.771303361777763e-06,0.001682425997813055,0.136415961389731,5.004388021652287e-06,1.4939201152651474e-06,0.00766866212701794,0.0037719699431500056,3.4122551145338145e-05,0.0005167064422178715,1.4256222384725454e-07,4.5680029085503784e-07,2.739956953058319e-06,2.974707819873905e-07,3.845496733323028e-05,1.5510954752093283e-08,2.2707296578404246e-07,0.0026982197808827473,4.1166394421080626e-10,9.83610385355103e-13,2.6303911942492622e-11,5.264873355546954e-06,7.331269120378489e-09,3.2144176187169254e-05,0.014340663866240966,2.031292783516208e-08,4.9806932605065175e-12,0.00022779525041857619,1.3278444244099676e-08,1.077504373342417e-15,1.9852298506399078e-10,1.4409027500607914e-08,1.1799598900911419e-07,3.880710330122748e-08,5.928749740075357e-13,6.335102200627231e-09,7.119558644960807e-08,2.2613174866434337e-06,4.343784044690949e-06,1.5398228574860967e-05,1.4413840456187536e-07,4.865533455163194e-09,1.688542883603615e-11,1.7737289346958234e-16,1.985136580661816e-05,0.006432116135774081,1.1467130346761993e-07,1.0541660818436683e-05
0.0005606708070429586,0.27936445911136054,3.76,0.0,0.5730437252804866,0.8050152394096718,0.13577826561833126,4.927239151298381e-05,2.3730222061087578e-05,2.713864634279704e-05,0.03445887625331267,8.799257402998387e-05,2.2424930122182916e-06,0.026757006868495314,0.04392912244051871,4.0375365059902365e-08,0.00012103916435101102,3.250319778479281e-07,0.15624580579999078,1.8062800047031835e-08,0.002502025236660539,7.763647472327489e-11,2.7864587627075093e-06,0.0016831897983489701,0.13697388475172206,4.990950068790749e-06,1.4944239947306922e-06,0.0076808432503269585,0.0037985944765847783,3.454842994502901e-05,0.0005193503412848957,1.4370632969695026e-07,4.6062046363899376e-07,2.7462392970245112e-06,2.983119487085032e-07,3.852941604480315e-05,1.5637745818340638e-08,2.2892227806076698e-07,0.002695662292750802,4.1093936768536477e-10,9.818790166550882e-13,2.641302559678059e-11,5.260649025890344e-06,7.348614460791955e-09,3.2079238857569997e-05,0.014350721200962074,2.0272192696793614e-08,4.9899652909608915e-12,0.0002275698697442267,1.3345368084835996e-08,1.081855310543952e-15,1.9884566006625682e-10,1.4399551537687743e-08,1.1809753590870024e-07,3.89774604614746e-08,5.94458174426777e-13,6.349734697195091e-09,7.162939304966311e-08,2.2666689106207192e-06,4.374945270987557e-06,1.545037789251976e-05,1.4538827983342948e-07,4.900962192329215e-09,1.7081449483061823e-11,1.8047174969852106e-16,1.9837714149643305e-05,0.006454225079478571,1.1446983329422262e-07,1.0572350535740984e-05
0.0005631198595982955,0.2793879296066536,3.76,0.0,0.5720244693686088,0.8042186223207335,0.13630301817706114,4.927512384274773e-05,2.3752758404889395e-05,2.7170239465876577e-05,0.03454826825197992,8.811748664091594e-05,2.245570109103578e-06,0.026902066619560464,0.04411130799239337,4.0741119875955253e-08,0.00012216352147656457,3.251516575402751e-07,0.15695990267812424,1.810545577727304e-08,0.002512050940217533,7.784683422849064e-11,2.8016198313089473e-06,0.001683938398594021,0.13753131486744719,4.977641322293346e-06,1.4949154795971887e-06,0.007692816257276842,0.0038252202271609565,3.497731720137284e-05,0.0005219857120120676,1.4485236114386263e-07,4.6444925248400515e-07,2.7524548414447926e-06,2.991463488145283e-07,3.8603137007538835e-05,1.576480856844219e-08,2.3077545684259895e-07,0.0026931083042166367,4.1021575095680617e-10,9.801499416591936e-13,2.6521908847086496e-11,5.2564037497070135e-06,7.3657749896672335e-09,3.201444143138848e-05,0.01436053197429927,2.023154574259904e-08,4.999128024352545e-12,0.00022734467416989237,1.34123769751934e-08,1.0861777817612979e-15,1.9916273220446435e-10,1.4389936625607713e-08,1.181964855987916e-07,3.914748146143643e-08,5.960249553528401e-13,6.364203280477358e-09,7.206229416006224e-08,2.2719633235700668e-06,4.4061136361777846e-06,1.5502224203484085e-05,1.4664052544849518e-07,4.936400326276285e-09,1.7278800596836868e-11,1.8360898612330147e-16,1.9824059150182143e-05,0.00647621253451332,1.14268701842975e-07,1.060284771575884e-05
0.0005655689121536324,0.2794113908270899,3.76,0.0,0.5710067861822516,0.8034226614300084,0.13682710213533486,4.927789610734397e-05,2.3775286012555543e-05,2.7201730664714363e-05,0.034637215037102986,8.824297075614746e-05,2.2486694824928963e-06,0.02704725523855273,0.044293359561797245,4.110802043173996e-08,0.00012329077063981191,3.252691405084813e-07,0.15767380849383622,1.814772451344949e-08,0.002522049862540042,7.805643815824538e-11,2.816786412450633e-06,0.0016846718111498066,0.1380882509711367,4.964460217536509e-06,1.4953945862642683e-06,0.007704582073992156,0.0038518461714860644,3.540921346708841e-05,0.0005246124611482967,1.4600027955445987e-07,4.682865379167829e-07,2.758603782847158e-06,2.9997399086950275e-07,3.8676133477996424e-05,1.5892139289111495e-08,2.3263244738979794e-07,0.002690557817549637,4.094930941958949e-10,9.784231607721358e-13,2.6630556762572214e-11,5.2521376346748735e-06,7.382751364685557e-09,3.194978376986591e-05,0.014370098123446345,2.0190986884961697e-08,5.008181855738724e-12,0.00022711966409667112,1.3479470772703581e-08,1.090471669946862e-15,1.994742243597003e-10,1.4380187572790449e-08,1.182928561710018e-07,3.931716460975498e-08,5.975753373152079e-13,6.378508350934741e-09,7.249427173501198e-08,2.2772009282793667e-06,4.437287953282077e-06,1.5553767323131468e-05,1.478950882646241e-07,4.9718464145208815e-09,1.7477438753185227e-11,1.8678486590357404e-16,1.9810400809258675e-05,0.006498078608095454,1.140679095947307e-07,1.0633152518333512e-05
0.0005680179647089693,0.2794348426207653,3.76,0.0,0.5699906748263247,0.802627358149888,0.13735051799770248,4.928070821318187e-05,2.3797805065394093e-05,2.7233120474175745e-05,0.03472571809456841,8.836901483114903e-05,2.251790714234311e-06,0.027192571581606824,0.04447527646710629,4.147605625795044e-08,0.00012442086252269073,3.2538443188197957e-07,0.15838751849612692,1.8189606740901595e-08,0.002532021913442462,7.826528351156181e-11,2.8319583519241713e-06,0.0016853900499381336,0.13864469229955861,4.951405209344311e-06,1.4958613322515538e-06,0.007716141632555817,0.0038784712921086004,3.58441191863711e-05,0.0005272304966076785,1.4715004633691574e-07,4.721322003551255e-07,2.7646863204237794e-06,3.0079488379610383e-07,3.8748408709880605e-05,1.6019734269680294e-08,2.344931952774002e-07,0.002688010834839954,4.087713975660133e-10,9.766986743900893e-13,2.6738964455529225e-11,5.247850789082443e-06,7.399544248124101e-09,3.18852657323317e-05,0.014379421571437068,2.015051603539798e-08,5.017127180505981e-12,0.000226894839923825,1.3546649293864197e-08,1.0947368598412594e-15,1.9978015971515353e-10,1.4370309071047883e-08,1.183866655976303e-07,3.9486508238768156e-08,5.991093451133307e-13,6.3926503249509585e-09,7.292530788737344e-08,2.282381929099003e-06,4.4684670417816164e-06,1.5605007088182262e-05,1.491519152302309e-07,5.007299055359102e-09,1.7677447239965555e-11,1.8999965210444542e-16,1.9796739127953718e-05,0.006519823413124354,1.1386745701441801e-07,1.066326511415438e-05
0.0005704670172643062,0.27945828483667307,3.76,0.0,0.5689761343959504,0.8018327138861682,0.13787326627249152,4.928356006750068e-05,2.3820315743619343e-05,2.7264409428007213e-05,0.034813778909870564,8.849560746208688e-05,2.254933391037239e-06,0.02733801450282865,0.04465705803031872,4.184521614547569e-08,0.00012555374779887703,3.254975367840221e-07,0.15910102795475548,1.8231102970112343e-08,0.0025419670040074346,7.8473368411114e-11,2.847135496452559e-06,0.0016860931301864537,0.13920063809208538,4.938474772049283e-06,1.4963157361513905e-06,0.00772749587086382,0.0039050945775734413,3.6282034695262237e-05,0.0005298397274752205,1.4830162307384318e-07,4.7598612061179794e-07,2.7707026562420925e-06,3.0160903694330916e-07,3.8819965953356726e-05,1.6147589810171455e-08,2.3635764592756168e-07,0.00268546735799928,4.0805066122323986e-10,9.749764828805442e-13,2.6847127103573917e-11,5.243543322191849e-06,7.416154307851948e-09,3.182088717456086e-05,0.014388504227179098,2.0110133102744943e-08,5.025964400546251e-12,0.00022667020204875243,1.3613912405069326e-08,1.0989732410422446e-15,2.0008056154241697e-10,1.4360305696684143e-08,1.1847793185010659e-07,3.9655510704537154e-08,6.006270009168677e-13,6.406629617836295e-09,7.335538496926559e-08,2.2875065319215466e-06,4.499649728136961e-06,1.5655943356941037e-05,1.5041095338883055e-07,5.042756814224787e-09,1.7878740556055598e-11,1.9325360768696045e-16,1.978307410740504e-05,0.006541447068122142,1.1366734453975934e-07,1.0693185684905929e-05
