Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),C2HF(57),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),FC1OO1(129),[O]C([O])F(131),CHO2(135),CFO2(136),CF2O2(144),[O]OC(F)F(163),FC(F)C(F)F(164),[O]C(F)F(170),[O]O[C](F)F(171),O2(177),O[C](F)F(232),C2F4O2(248),FC1OC1(F)F(275),F[C]C(F)F(316),C2HF4O2(419),CF3O2(433),C2HF3O(474),C2H2F3O2(649),C2HF2O3(898),FC1(F)OO1(924),C2HF2O(1009),C2H2F3(1097),FC1(F)CO1(1188),C2H3F2O2(1290),[C]#CF(2151),C2HF(2152),CHF(86),CF2(87),F[C]C(F)F(180),CH2F(89)
1.552822830162513e-08,0.2742067204338877,3.76,0.0,0.8471315047095296,0.9997173048894441,6.1879739037247856e-12,2.804480789822955e-10,3.497943316545647e-08,2.8515351015223103e-10,9.575107249029464e-10,4.8355610808037093e-08,5.986799974936869e-13,4.8701249232681926e-15,2.4357241133385157e-09,2.1761488220314852e-24,2.2361586963032482e-23,1.022913308449484e-09,1.3169184832318402e-06,9.537480000554487e-13,1.1871124074221905e-15,1.3674864228775754e-19,4.252218299968288e-21,2.906318560766639e-11,3.051198724207232e-11,2.8939486757564056e-12,5.089636814808142e-18,5.332411135791388e-15,4.699420411474771e-16,1.1154585759150204e-23,9.33463069613388e-22,2.368922517420379e-24,8.436818645685441e-24,7.002935519085838e-17,1.0256436116199035e-18,2.4914994191711207e-20,2.916957622797595e-23,2.7824198180495886e-21,5.050048821778512e-08,6.404034061925395e-13,5.618519235670692e-14,5.183990844541595e-13,3.373660694007245e-08,6.553161400919712e-18,1.3986861017558205e-10,7.669372416354516e-17,4.466893921353051e-13,3.9446991595884327e-20,0.00028261012502400567,3.2799896474404143e-18,2.375750701530099e-33,1.1092476795670448e-23,1.543647895794339e-19,5.495328486891417e-23,5.899529427747344e-24,1.0854396021045033e-27,1.1455729952512086e-21,3.7936193194080996e-25,2.908078184223658e-16,1.534118121980034e-22,3.831473130485391e-18,1.0578351786132568e-25,4.1835593147479083e-26,1.1640914837487858e-34,7.547896135826918e-40,1.2792985260190937e-06,4.02529041181875e-11,6.852567724944534e-18,1.561729767200934e-13
1.618852424704138e-08,0.27420672318426587,3.76,0.0,0.8471314463785872,0.9997172996712315,7.263265276115256e-12,3.159786952227158e-10,3.793354625966859e-08,3.209501111739741e-10,1.0795612236231417e-09,5.041394506619119e-08,6.506904538309201e-13,5.514925634905792e-15,2.7514788118448638e-09,2.643660364097858e-24,2.7772550360150776e-23,1.1248774352912319e-09,1.373070533553402e-06,1.0356469397747115e-12,1.3749468380033743e-15,1.5377147741122054e-19,5.0987516867677654e-21,3.156253829712965e-11,3.325218321366181e-11,3.143476311975083e-12,6.439762555433145e-18,6.052037315467052e-15,5.118351917502778e-16,1.2658859443185869e-23,1.0606703555312926e-21,2.8999177168587083e-24,9.791520775434641e-24,7.942319666770737e-17,1.1632715558845272e-18,2.831089965629564e-20,3.332888436014462e-23,3.1428544075508225e-21,5.287708768553804e-08,6.963401228211661e-13,5.858762255755768e-14,5.401406757364774e-13,3.653160042294584e-08,6.872057563635863e-18,1.514991087480139e-10,8.732724874746908e-17,4.68863376388755e-13,4.1272733384828086e-20,0.0002826101235590578,3.529636338634695e-18,2.7031640012968012e-33,1.3069012986723602e-23,1.751938045016976e-19,6.361120277379122e-23,7.371672650446328e-24,1.2369464835733364e-27,1.334564230595037e-21,4.640945870499769e-25,3.1614604277711076e-16,1.8073169965177212e-22,4.385587071156167e-18,1.2004846729002965e-25,4.967475581566938e-26,1.4932783090076077e-34,8.90628225574363e-40,1.3321230932845007e-06,4.1964666406973244e-11,7.756687793640707e-18,1.6595695197821997e-13
1.6848820192457628e-08,0.27420672593585815,3.76,0.0,0.8471313880167193,0.9997172943236424,8.47184156719015e-12,3.543359762721125e-10,4.100040970804499e-08,3.59561796536438e-10,1.211551852411306e-09,5.2472538385878255e-08,7.04868735858811e-13,6.213981951945063e-15,3.0927498408060617e-09,3.185372082910661e-24,3.423080488463072e-23,1.2315768732827582e-09,1.4292433597317082e-06,1.1208401971915471e-12,1.5851579420057493e-15,1.723615340363734e-19,6.066103209899122e-21,3.41628846990694e-11,3.6120257346270096e-11,3.4031959234953095e-12,8.074851519221248e-18,6.835397497270828e-15,5.556174957278251e-16,1.429450343584633e-23,1.1993550029103207e-21,3.521613685191995e-24,1.1311287769667352e-23,8.963953588221931e-17,1.312961623540008e-18,3.201357330589771e-20,3.788625600352855e-23,3.532318058845438e-21,5.528404495513828e-08,7.54539026758641e-13,6.098596870141986e-14,5.618304801145198e-13,3.942677777338451e-08,7.194013557371961e-18,1.6357376985194506e-10,9.89659684936652e-17,4.913066567150236e-13,4.310951220312352e-20,0.0002826101220608873,3.785780913285265e-18,3.0604205106635744e-33,1.5297018958020584e-23,1.9786698989803712e-19,7.318567384679821e-23,9.123393602611764e-24,1.402396393798607e-27,1.5452131785242846e-21,5.630546337314465e-25,3.425300874624692e-16,2.1150460914280606e-22,4.994926506994396e-18,1.3555940585047536e-25,5.862982732360147e-26,1.89652908786934e-34,1.0439496209378369e-39,1.384821838013615e-06,4.367644982397234e-11,8.739182628730853e-18,1.7612720267686198e-13
1.7509116137873878e-08,0.2742067286887077,3.76,0.0,0.8471313296226007,0.9997172888468684,9.824084328796473e-12,3.9562022347063455e-10,4.417924036793962e-08,4.010863066097056e-10,1.353853598163074e-09,5.45314001640579e-08,7.612151137003909e-13,6.9694404505104686e-15,3.4604280347286234e-09,3.8091446277153565e-24,4.1894738118670223e-23,1.3429636492307516e-09,1.485437900582532e-06,1.2093187142209188e-12,1.8195849892938975e-15,1.9261473552597254e-19,7.165119922384872e-21,3.6863984311385125e-11,3.911787665986934e-11,3.673096207878107e-12,1.0040479240881536e-17,7.685576986965072e-15,6.013027824217443e-16,1.606733954955059e-23,1.3500983918868046e-21,4.2450078758485996e-24,1.3011066077687484e-23,1.0071709278204789e-16,1.4752837730912564e-18,3.603864536623362e-20,4.286286954442548e-23,3.951810981661325e-21,5.772268378078551e-08,8.149906493597336e-13,6.338023887325858e-14,5.834686209263796e-13,4.2420948751911064e-08,7.519025379867384e-18,1.7609301066260163e-10,1.1166919691483217e-16,5.140326599621017e-13,4.4957385670096563e-20,0.0002826101205221999,4.0483706865755524e-18,3.449042993690242e-33,1.7796842730950977e-23,2.2247354291352687e-19,8.373117318389905e-23,1.1192199678727767e-23,1.5825085493626585e-27,1.779034833149597e-21,6.778971096397517e-25,3.6995849310910665e-16,2.4600151746504453e-22,5.662872024420323e-18,1.5237165945357756e-25,6.881776535185878e-26,2.38658330193894e-34,1.2161794480595756e-39,1.4373950598691227e-06,4.5388255898165516e-11,9.803981374087132e-18,1.8669850436623868e-13
1.8169412083290127e-08,0.2742067314428571,3.76,0.0,0.8471312711949168,0.9997172832410919,1.1330735592122348e-11,4.3993091399500424e-10,4.746925918249132e-08,4.4562047745851484e-10,1.5068348691253163e-09,5.659053973196778e-08,8.197298672229402e-13,7.783442634020644e-15,3.855393630314636e-09,4.5232685658300025e-24,5.0940978115633526e-23,1.4589887654258687e-09,1.5416550853480694e-06,1.3010734547814075e-12,2.0801556467679097e-15,2.1462977705569734e-19,8.40706315976031e-21,3.966559721568734e-11,4.224677942671949e-11,3.953166337659501e-12,1.2387307075139202e-17,8.60572467302169e-15,6.4890524852060585e-16,1.7983233117586546e-23,1.5134956737419507e-21,5.0819214207101554e-24,1.4906770989492595e-23,1.1269531933239667e-16,1.6508189677945626e-18,4.040212873998517e-20,4.8280218991103575e-23,4.402320984444448e-21,6.019431589372934e-08,8.776855522099524e-13,6.577043975554664e-14,6.050552211877799e-13,4.5512934429878986e-08,7.847089045439805e-18,1.8905760219362454e-10,1.2549865479235121e-16,5.370537671037652e-13,4.681642021872979e-20,0.00028261011894519476,4.3173821367597216e-18,3.8705901399255e-33,2.05896471660237e-23,2.4910449196846037e-19,9.530341389284449e-23,1.3618632453482155e-23,1.7780212949122794e-27,2.0375960919406587e-21,8.103885776287243e-25,3.9842980358846967e-16,2.845024074186745e-22,6.3929155802421765e-18,1.7054099182646514e-25,8.036431816265223e-26,2.9777521205269834e-34,1.4087975436687812e-39,1.4898430577993777e-06,4.7100086190341046e-11,1.0955151310393072e-17,1.9768556844947879e-13
1.8829708028706377e-08,0.2742067341983483,3.76,0.0,0.8471312127323661,0.9997172775064925,1.3002894767036026e-11,4.873667056240863e-10,5.0869691160260575e-08,4.932602465810837e-10,1.670861508934518e-09,5.8649966355481664e-08,8.804132859672119e-13,8.658124949946691e-15,4.278516372028791e-09,5.33646558027096e-24,6.15659749060723e-23,1.5796033245166654e-09,1.5978958326776351e-06,1.3960954047409066e-12,2.36888800954538e-15,2.3850810616291635e-19,9.803604579874676e-21,4.256748407617846e-11,4.550877452516542e-11,4.243395954202764e-12,1.517141477821345e-17,9.599055660116181e-15,6.984394728825928e-16,2.004809414554133e-23,1.6901563048846184e-21,6.045026438413991e-24,1.7015324642003897e-23,1.2561443233661214e-16,1.8401596686903285e-18,4.5120434280901265e-20,5.416010673655307e-23,4.884823714866716e-21,6.270024000154152e-08,9.426143267875993e-13,6.815657710804009e-14,6.265904036371589e-13,4.870156708213501e-08,8.178200585207403e-18,2.0246866019484656e-10,1.4051859429534595e-16,5.603815308065756e-13,4.8686690920941667e-20,0.00028261011733383615,4.592818752833094e-18,4.326657975914636e-33,2.3697418830055118e-23,2.7785277255241704e-19,1.0795936803499395e-22,1.6446353406968e-23,1.9896931899780713e-27,2.3225166483341312e-21,9.624094085648583e-25,4.2794256604126927e-16,3.2729614180423084e-22,7.188663421660949e-18,1.9012361800209765e-25,9.340445320487924e-26,3.6860427339009976e-34,1.6233378174748015e-39,1.5421661300401803e-06,4.881194229439287e-11,1.219690680264715e-17,2.091030439688598e-13
1.9471634560195334e-08,0.27420673687850766,3.76,0.0,0.8471311558615916,0.9997172718081085,1.4798076080998134e-11,5.365716678891237e-10,5.428063932718317e-08,5.426421580167624e-10,1.8412587123880189e-09,6.065238371739616e-08,9.414877839689524e-13,9.568669438205776e-15,4.717677146593516e-09,6.230705153356278e-24,7.361569967536783e-23,1.7012151751932856e-09,1.6525954156483646e-06,1.4915974393777935e-12,2.678589248827752e-15,2.6360745773232255e-19,1.1320972104655806e-20,4.548454209610093e-11,4.880939290720151e-11,4.53528145342114e-12,1.835595258721761e-17,1.0638028105150324e-14,7.484617692906371e-16,2.2203975880948102e-23,1.8752100287007538e-21,7.115173519225644e-24,1.928632230966116e-23,1.391150678796593e-16,2.03804160527302e-18,5.00636041698914e-20,6.034082388108255e-23,5.3854886675096295e-21,6.517054550087608e-08,1.0078693924945693e-12,7.047244369709833e-14,6.474773022071981e-13,5.1893044774990056e-08,8.503018724108537e-18,2.1593600619041655e-10,1.5632546645128572e-16,5.833663189446689e-13,5.051578165345829e-20,0.0002826101157333837,4.866776625417731e-18,4.804683770436763e-33,2.704234699441684e-23,3.079211993480386e-19,1.2135751475407168e-22,1.9624587666747707e-23,2.2117079068540752e-27,2.6263700133899328e-21,1.1308178776749614e-24,4.576313027799134e-16,3.7329734325295177e-22,8.028796973061166e-18,2.1057015008242983e-25,1.0765094457820124e-25,4.503830231026315e-34,1.854433219302795e-39,1.5929140976335476e-06,5.047620090245039e-11,1.3495106087104436e-17,2.2062935844123893e-13
2.0113561091684292e-08,0.2742067395600121,3.76,0.0,0.8471310989554692,0.9997172659883148,1.677135154223757e-11,5.889119135800097e-10,5.7794509336313116e-08,5.951356350416993e-10,2.0227701472130987e-09,6.265508947710255e-08,1.0046125274381e-12,1.0540533142065442e-14,5.185042712608907e-09,7.236024469199536e-24,8.758461554414478e-23,1.827071757523532e-09,1.7073189538348365e-06,1.590170683141243e-12,3.0189266691368597e-15,2.9066503948896676e-19,1.3007332628337143e-20,4.849592793396596e-11,5.2239360691005375e-11,4.8367509969373086e-12,2.2074507551524058e-17,1.1752353105383636e-14,8.003381156293568e-16,2.4511795850388096e-23,2.0739767433390148e-21,8.330652103416771e-24,2.179294694282847e-23,1.5358215038409564e-16,2.2501093015469427e-18,5.537386940559458e-20,6.70001707171323e-23,5.918176813001543e-21,6.767564873338258e-08,1.0752183083659993e-12,7.278448381538241e-14,6.683158320482949e-13,5.517372082778684e-08,8.830710161896611e-18,2.2982831816875957e-10,1.7338470595751573e-16,6.066648656786686e-13,5.235565526141992e-20,0.00028261011409746,5.14687565600592e-18,5.318419131168657e-33,3.0728261633209033e-23,3.401695369520948e-19,1.358898731970497e-22,2.3272383821469892e-23,2.450468700501093e-27,2.958307799344869e-21,1.3215102286907472e-24,4.883016522473581e-16,4.239184404342874e-22,8.938078252591527e-18,2.3245851703489783e-25,1.2358777167467662e-25,5.467307567409891e-34,2.1092564528574454e-39,1.6435445476484329e-06,5.2140486972921264e-11,1.4887212743902215e-17,2.325896081940172e-13
2.075548762317325e-08,0.274206742242899,3.76,0.0,0.8471310420128348,0.9997172600472788,1.8933875752258154e-11,6.444758881931733e-10,6.141060004114403e-08,6.508264147810194e-10,2.2157250642556297e-09,6.465809197257289e-08,1.0697878083582053e-12,1.1575665459718533e-14,5.681384226066052e-09,8.361598777971879e-24,1.0371615836592521e-22,1.9571265036279368e-09,1.7620672649670286e-06,1.6918069128713238e-12,3.3920121172784674e-15,3.197821843757885e-19,1.48744931139308e-20,5.160142325645376e-11,5.58005249202305e-11,5.147796309502627e-12,2.6395138635086285e-17,1.294517755913165e-14,8.54083017997335e-16,2.6977112339951197e-23,2.287057977426144e-21,9.705551083555034e-24,2.4553675213853838e-23,1.6905486836101963e-16,2.476940742544471e-18,6.106746669801956e-20,7.41589846548527e-23,6.4837527870418916e-21,7.02167101379034e-08,1.1446525085778658e-12,7.509270351377765e-14,6.891061051389303e-13,5.854255221224803e-08,9.161271298655119e-18,2.441475043892311e-10,1.9176288565867554e-16,6.30288375882086e-13,5.4206403304434314e-20,0.00028261011242685844,5.433181184372722e-18,5.869439040464534e-33,3.477766332344077e-23,3.7468872838935755e-19,1.5161258909533593e-22,2.743874383874939e-23,2.706733076870507e-27,3.3199704262790004e-21,1.5365327584291172e-24,5.199522885335084e-16,4.794483863250731e-22,9.920146898066403e-18,2.558416744632481e-25,1.4136640452335962e-25,6.5964884779852296e-34,2.3893635153889657e-39,1.694057752188018e-06,5.3804802066597284e-11,1.6377543308919012e-17,2.449970925338968e-13
2.1397414154662207e-08,0.2742067449272049,3.76,0.0,0.8471309850325356,0.9997172539851673,2.1297112321482013e-11,7.033513202128521e-10,6.512821385970795e-08,7.097994505421005e-10,2.4204504699144138e-09,6.666139948457762e-08,1.1370139271199935e-12,1.2676011331295071e-14,6.20746381454655e-09,9.616982013093418e-24,1.222777198256195e-22,2.091333007222544e-09,1.816841157584656e-06,1.7964979248335645e-12,3.800046153850698e-15,3.5106300467245363e-19,1.6934601902674788e-20,5.480081024704737e-11,5.94947931692e-11,5.4684095133276805e-12,3.1391951670341745e-17,1.4219715958758663e-14,9.097113713476315e-16,2.9605527947402307e-23,2.5150698025810255e-21,1.1254807447292989e-23,2.758801088531133e-23,1.8557319718196059e-16,2.7191257422800198e-18,6.71610390007481e-20,8.183835646700639e-23,7.083071179223099e-21,7.27948788575441e-08,1.2161634534504944e-12,7.739710853785889e-14,7.098482332064072e-13,6.199850555794373e-08,9.49469855027016e-18,2.588957475305284e-10,2.1152928322229117e-16,6.542474923968413e-13,5.606812448498494e-20,0.00028261011072268133,5.725778334571542e-18,6.459356495739426e-33,3.92138289845827e-23,4.115716629753814e-19,1.685831335142422e-22,3.217571221635302e-23,2.9812803935640067e-27,3.713050567789982e-21,1.7780393969403292e-24,5.525818887496503e-16,5.40183669318504e-22,1.0978754976280634e-17,2.8077303273366407e-25,1.611481267547829e-25,7.913374411663378e-34,2.6963584700369123e-39,1.7444539827249047e-06,5.5469147778000785e-11,1.7970575630309503e-17,2.5786506082009606e-13
2.2039340686151164e-08,0.27420674761296643,3.76,0.0,0.8471309280134287,0.9997172478021482,2.38728313510045e-11,7.656252248107114e-10,6.89466567573917e-08,7.721389164591758e-10,2.637271137595834e-09,6.866502023697698e-08,1.2062911924637697e-12,1.3843511253822007e-14,6.764034661165128e-09,1.1012104735443996e-23,1.435624188494493e-22,2.2296450870378086e-09,1.8716414310576955e-06,1.904235534673929e-12,4.245320127478764e-15,3.8461445916376726e-19,1.9200145177202716e-20,5.809387160515959e-11,6.332413227716154e-11,5.798583123150733e-12,3.714540728109995e-17,1.5579252353807007e-14,9.672384705084792e-16,3.240269076342837e-23,2.7586432545276374e-21,1.2994228005546331e-23,3.091651700938497e-23,2.0317792283421052e-16,2.977266302003737e-18,7.367164773840437e-20,9.005962514878418e-23,7.716976736912263e-21,7.541129277604431e-08,1.2897426288927734e-12,7.969770524994869e-14,7.305423277245638e-13,6.5540557066882e-08,9.83098834861901e-18,2.740754968164321e-10,2.3275599610021907e-16,6.785529970787506e-13,5.79409245149633e-20,0.00028261010898443485,6.0247699172546884e-18,7.089823621176828e-33,4.406082327859028e-23,4.509132326772424e-19,1.868603502864828e-22,3.7538430957126203e-23,3.274912816554159e-27,4.1392944338785944e-21,2.0482929902515168e-24,5.861891330549322e-16,6.064282191512653e-22,1.2117769589701924e-17,3.0730647085474907e-25,1.8310443301647427e-25,9.442081684827177e-34,3.031893416174132e-39,1.7947335101025803e-06,5.7133525736352556e-11,1.967095629027692e-17,2.7120671382389917e-13
2.2681267217640122e-08,0.2742067503002192,3.76,0.0,0.8471308709543827,0.9997172414983896,2.6673106962163664e-11,8.313839074273224e-10,7.2865238230629e-08,8.379282120442298e-10,2.8665096189589186e-09,7.066896239700817e-08,1.2776199214228935e-12,1.508010129614596e-14,7.351841086594352e-09,1.2557271421503507e-23,1.6789092930959038e-22,2.3720166255677664e-09,1.9264688758296573e-06,2.0150115773745092e-12,4.730218301364704e-15,4.205464453706852e-19,2.168394167521132e-20,6.148039054528808e-11,6.729056762001464e-11,6.138310041226365e-12,4.3742630664302225e-17,1.7027142273582555e-14,1.0266800209719352e-15,3.537429557524053e-23,3.0184247490961695e-21,1.494051063234113e-23,3.456084778055014e-23,2.2191066508001808e-16,3.251976959559289e-18,8.061678491165424e-20,9.884437301367897e-23,8.386304567018234e-21,7.806707877685613e-08,1.3653815465110462e-12,8.199450028995923e-14,7.511884999038791e-13,6.916769243004138e-08,1.0170137141773011e-17,2.8968946010139795e-10,2.555180577128708e-16,7.03215927266338e-13,5.982491598422628e-20,0.00028261010721163945,6.330275518673165e-18,7.762532768560184e-33,4.9343510566283694e-23,4.928103872878413e-19,2.0650451055612467e-22,4.358519212056311e-23,3.5884562956496034e-27,4.600503160665942e-21,2.3496664500626967e-24,6.207727046828467e-16,6.784933161317268e-22,1.334117549272689e-17,3.3549635062523755e-25,2.074174307468388e-25,1.1208971289371702e-33,3.3976684724824124e-39,1.8448966045368684e-06,5.879793760651953e-11,2.148350799001526e-17,2.85035205059605e-13
2.332319374912908e-08,0.27420675298899866,3.76,0.0,0.8471308138542764,0.9997172350740579,2.9710314829133974e-11,9.007129673834835e-10,7.688327129110696e-08,9.072499667355487e-10,3.108486255146697e-09,7.267323407557248e-08,1.3510004392673251e-12,1.638771311405523e-14,7.971618630704196e-09,1.4263157576800793e-23,1.9561339172534332e-22,2.5184015414289844e-09,1.9813242735268696e-06,2.1288179072092145e-12,5.257220034964192e-15,4.589718850507648e-19,2.4399136152698986e-20,6.49601507961834e-11,7.139618291220652e-11,6.487583552204727e-12,5.1277725489144286e-17,1.856681464146939e-14,1.0880521496320416e-15,3.852608510192622e-23,3.295076499283981e-21,1.7111265533715157e-23,3.8543780648897104e-23,2.4181390043375025e-16,3.543885136228993e-18,8.8014385272746e-20,1.0821442090810818e-22,9.091880338657009e-21,8.076335286785863e-08,1.4430717438696167e-12,8.42874999480091e-14,7.717868606939868e-13,7.287890674428886e-08,1.0512141394200165e-17,3.057405962798337e-10,2.79893556625429e-16,7.282472002474173e-13,6.172021823478992e-20,0.00028261010540471895,6.642431533381725e-18,8.47921762054896e-33,5.508756732264389e-23,5.37362189342339e-19,2.275773623746974e-22,5.037748797368134e-23,3.922761578177394e-27,5.0985341398287196e-21,2.684643837953507e-24,6.563312899682177e-16,7.566975018064726e-22,1.465307774523773e-17,3.653975311648761e-25,2.342802443856612e-25,1.3242782719311942e-33,3.79543177099586e-39,1.8949435356173732e-06,6.046238508995847e-11,2.3413237053487352e-17,2.993636421105764e-13
2.3965120280618037e-08,0.27420675567934005,3.76,0.0,0.8471307567119996,0.9997172285293198,3.299712970233766e-11,9.73697301546637e-10,8.100007244973235e-08,9.801860444680842e-10,3.3635191880623214e-09,7.467784332752391e-08,1.4264330794469722e-12,1.776827396569076e-14,8.624094134225566e-09,1.6140806855874783e-23,2.2711142790329454e-22,2.668753923065246e-09,2.0362083969064333e-06,2.245646397699194e-12,5.8289020091515534e-15,5.000067940018917e-19,2.735919330880669e-20,6.853293660002205e-11,7.56431198724572e-11,6.846397318058641e-12,5.98520918438939e-17,2.020177366296686e-14,1.1513714153698264e-15,4.186385126684321e-23,3.58927693043884e-21,1.952503673311664e-23,4.288924892370101e-23,2.62930984706493e-16,3.853631477523914e-18,9.588283849742862e-20,1.181918235187198e-22,9.834520487478178e-21,8.35012201444188e-08,1.5228047843617913e-12,8.657671027654372e-14,7.923375207904898e-13,7.667320442926517e-08,1.085699758695974e-17,3.222321080156109e-10,3.0596375884674986e-16,7.536574166562224e-13,6.362695724020679e-20,0.00028261010356398126,6.961390905749916e-18,9.241654287512907e-33,6.131949499999223e-23,5.846698682528353e-19,2.5014217456942046e-22,5.79800582011108e-23,4.278705243720998e-27,5.635302286095511e-21,3.0558214019909624e-24,6.928635783749058e-16,8.41366490674292e-22,1.6057704398976003e-17,3.970653839038966e-25,2.6389742170717856e-25,1.5574772422340672e-33,4.226979462535903e-39,1.944874572308935e-06,6.212686992564756e-11,2.5465341035808794e-17,3.142050879436665e-13
2.4607046812106994e-08,0.2742067583712776,3.76,0.0,0.8471306995264525,0.9997172218643421,3.654652294017887e-11,1.0504211079862664e-09,8.521496170028915e-08,1.0568175482293354e-09,3.6319243716154203e-09,7.668279815195597e-08,1.5039181835352216e-12,1.9223706727166338e-14,9.309985819840479e-09,1.8201628040115366e-23,2.6280025434443865e-22,2.823028146564649e-09,2.0911220098194975e-06,2.3654889415682556e-12,6.447940486051451e-15,5.4377034883992e-19,3.0577892619627746e-20,7.219853271158968e-11,8.003357754091346e-11,7.214745373137269e-12,6.957474677850732e-17,2.193560066450504e-14,1.2166548193554625e-15,4.5393436503847714e-23,3.901721089334819e-21,2.220132361475398e-23,4.7622374679355084e-23,2.853061748176015e-16,4.181870183422434e-18,1.0424100122849135e-19,1.287988648198874e-22,1.061503242042288e-20,8.628177476763257e-08,1.6045722569288972e-12,8.886213749150603e-14,8.128405906342993e-13,8.054959914484346e-08,1.1204702217895612e-17,3.391674345915517e-10,3.3381323249261853e-16,7.794570119124376e-13,6.55452654879157e-20,0.0002826101016892294,7.287322298247756e-18,1.0051662388505776e-32,6.806663335909606e-23,6.348368729985942e-19,2.7426378092109958e-22,6.646093408227544e-23,4.657190745464772e-27,6.2127813302668624e-21,3.465908542253642e-24,7.303682625240421e-16,9.328330837260227e-22,1.7559409200184443e-17,4.305558079996372e-25,2.9648534322379875e-25,1.8238856460989625e-33,4.694155734753028e-39,1.994689982953088e-06,6.379139389099406e-11,2.7645216358407566e-17,3.2957256219765427e-13
2.589089987508491e-08,0.27420676376007813,3.76,0.0,0.8471305850211998,0.9997172081743316,4.4486398376974615e-11,1.2154204574702671e-09,9.393630177006242e-08,1.221487467998521e-09,4.2101044329332e-09,8.069377623753414e-08,1.6650471900141725e-12,2.2366857668959618e-14,1.0784848014758472e-08,2.2920226233828015e-23,3.485926559902217e-22,3.14316094944986e-09,2.2010407157101467e-06,2.614183856086792e-12,7.839303790443443e-15,6.399763622267691e-19,3.784787967730882e-20,7.980729743536014e-11,8.925413374801076e-11,7.98002232121494e-12,9.294101562025148e-17,2.5714580102667284e-14,1.3531843174357542e-15,5.305169459418705e-23,4.584206282173834e-21,2.842434736489979e-23,5.83582295272562e-23,3.340125300289123e-16,4.896511146797904e-18,1.2250428764080453e-19,1.5199212014522328e-22,1.2292857347082979e-20,9.197526870512897e-08,1.7741769817299165e-12,9.342166759208468e-14,8.537044000402337e-13,8.854478002290339e-08,1.1908642870772798e-17,3.743844301561488e-10,3.9520554521216787e-16,8.322659333181129e-13,6.941715155081393e-20,0.0002826100978379397,7.96085047634724e-18,1.1821895252557578e-32,8.322017693499789e-23,7.441740567407476e-19,3.274448256297377e-22,8.634642647081019e-23,5.485541803788153e-27,7.49806937079566e-21,4.41421989736906e-24,8.082896044931913e-16,1.137525222279032e-21,2.087211302724418e-17,5.032307015374846e-25,3.7150059500244933e-25,2.471316195605679e-33,5.743011189319022e-39,2.0939749963574125e-06,6.712056651766182e-11,3.241090698105205e-17,3.6193746535459047e-13
2.700050852582811e-08,0.2742067684229714,3.76,0.0,0.847130485907036,0.99971719595641,5.232201258857618e-11,1.3708529208237657e-09,1.0178376319300271e-07,1.3764631014561737e-09,4.755827485652283e-09,8.416157233321096e-08,1.8109252453061385e-12,2.5342642872513028e-14,1.2173799329637058e-08,2.7702484366150107e-23,4.408510287780159e-22,3.432061434336501e-09,2.2961432913259585e-06,2.8387631190994235e-12,9.221498201210213e-15,7.330982742779325e-19,4.509967517142922e-20,8.66804760360518e-11,9.770746194123808e-11,8.672111379050997e-12,1.180137605498146e-16,2.93343817892342e-14,1.4776816467664683e-15,6.034449758501784e-23,5.2397009332524836e-21,3.485041681692066e-23,6.914545399871356e-23,3.8059547919218793e-16,5.580154613333054e-18,1.4005303701504472e-19,1.74279762474579e-22,1.3872416030784062e-20,9.70436571070158e-08,1.927240590823246e-12,9.735024677143508e-14,8.888698472886336e-13,9.57103400467259e-08,1.2526191406118446e-17,4.062884930553597e-10,4.548592453688764e-16,8.792595397382111e-13,7.280218998763869e-20,0.00028261009439987,8.56729585530967e-18,1.3523093811042808e-32,9.825007758498738e-23,8.488999874723936e-19,3.7906409697942085e-22,1.0706510800242822e-22,6.283126680966368e-27,8.759777222683303e-21,5.3867931197414966e-24,8.787568375738378e-16,1.3395942243165404e-21,2.4091350189010867e-17,5.724500942376157e-25,4.481751257139e-25,3.175231948105341e-33,6.782534688638952e-39,2.179414954327341e-06,6.999804768023226e-11,3.6996168277186346e-17,3.917262339333219e-13
